model_id,n_points,seq_p_action2_mean,seq_p_action2_std,seq_delta_mean,seq_delta_std,final_delta_mean,final_delta_std
PT2_COREDe,15,0.9997261067166145,0.00030403099001182664,9.182291414668233,1.5977952892694514,4.666927083333333,3.1169596853663397
PT3_COREDe,15,0.0003096300108506233,0.00021874352978305098,-8.354166745958032,0.8090136505055243,-3.711197916666667,0.4179093349653835
PT3_COREUt,15,0.07024973809409588,0.03442274087420901,-2.7177087932710196,0.6060816950141082,-1.5208333333333333,0.2625240254382285
PT4_COREDe,15,0.41160318575810906,0.454083940370919,-0.5625014542682671,3.2103407339524757,-0.3234375,4.039172378651879
base,15,0.8413935957050792,0.17839496347063646,2.275001352944858,1.433743700345823,-1.10546875,0.34624261148802105
