metric,model_a,model_b,mean_diff_a_minus_b,perm_p_value_two_sided,bootstrap_ci_low,bootstrap_ci_high,n_a,n_b,scenario
seq_p_action2,PT2_COREDe,PT3_COREDe,0.9992175769354359,0.10124493775311234,0.9991446701474465,0.9993142694880142,3,3,CC_continue
seq_p_action2,PT2_COREDe,PT3_COREUt,0.9539611416587948,0.10124493775311234,0.931860466192312,0.9650483201595864,3,3,CC_continue
seq_p_action2,PT2_COREDe,PT4_COREDe,0.9626296495038057,0.10124493775311234,0.9347537131304691,0.9766044584580242,3,3,CC_continue
seq_p_action2,PT3_COREDe,PT3_COREUt,-0.045256435276641076,0.10124493775311234,-0.0673333249785349,-0.0341454710112604,3,3,CC_continue
seq_p_action2,PT3_COREUt,PT4_COREDe,0.0086685078450109,0.5027248637568121,-0.019231989040025897,0.03368137427662081,3,3,CC_continue
seq_p_action2,PT2_COREDe,PT3_COREDe,0.9994111959655825,0.10124493775311234,0.9992607403526403,0.9997101831398991,3,3,CC_temptation
seq_p_action2,PT2_COREDe,PT3_COREUt,0.9142395272857228,0.10124493775311234,0.8902341576022811,0.9262436551661196,3,3,CC_temptation
seq_p_action2,PT2_COREDe,PT4_COREDe,0.9304028146031544,0.10124493775311234,0.8774169930312332,0.956897168427791,3,3,CC_temptation
seq_p_action2,PT3_COREDe,PT3_COREUt,-0.08517166867985976,0.10124493775311234,-0.10902850680192722,-0.0730190092380886,3,3,CC_temptation
seq_p_action2,PT3_COREUt,PT4_COREDe,0.016163287317431635,0.5348732563371832,-0.036823496280273635,0.05465984497089713,3,3,CC_temptation
seq_p_action2,PT2_COREDe,PT3_COREDe,0.9992019181572552,0.10124493775311234,0.999114979266857,0.9992890778309398,3,3,CD_punished
seq_p_action2,PT2_COREDe,PT3_COREUt,0.9679919248499258,0.10124493775311234,0.9512190247226694,0.9764219547503962,3,3,CD_punished
seq_p_action2,PT2_COREDe,PT4_COREDe,0.0604608534109885,0.10124493775311234,0.007543624278909977,0.0869630478138701,3,3,CD_punished
seq_p_action2,PT3_COREDe,PT3_COREUt,-0.031209993307329494,0.03384830758462077,-0.0479395343810297,-0.022780184190145103,3,3,CD_punished
seq_p_action2,PT3_COREUt,PT4_COREDe,-0.9075310714389373,0.10124493775311234,-0.9604483005710158,-0.8726860068092697,3,3,CD_punished
seq_p_action2,PT2_COREDe,PT3_COREDe,0.9996860285011383,0.10124493775311234,0.9995832587309552,0.9998914879040851,3,3,DC_exploited
seq_p_action2,PT2_COREDe,PT3_COREUt,0.8844828060783816,0.10124493775311234,0.8757716121712733,0.9019051137551787,3,3,DC_exploited
seq_p_action2,PT2_COREDe,PT4_COREDe,0.9431773810818356,0.10124493775311234,0.8962362508232837,0.9666480063141764,3,3,DC_exploited
seq_p_action2,PT3_COREDe,PT3_COREUt,-0.11520322242275677,0.10124493775311234,-0.12401710596262869,-0.09778091474595972,3,3,DC_exploited
seq_p_action2,PT3_COREUt,PT4_COREDe,0.05869457500345401,0.13339333033348333,0.017801682163026078,0.0908763140054834,3,3,DC_exploited
seq_p_action2,PT2_COREDe,PT3_COREDe,0.9995656639694072,0.10124493775311234,0.9994094136852981,0.9998711706822871,3,3,DD_trapped
seq_p_action2,PT2_COREDe,PT3_COREUt,0.926706443239768,0.10124493775311234,0.9148674193817299,0.9503774971005062,3,3,DD_trapped
seq_p_action2,PT2_COREDe,PT4_COREDe,0.04394390619274269,0.10124493775311234,0.029728790947574746,0.05105379510043939,3,3,DD_trapped
seq_p_action2,PT3_COREDe,PT3_COREUt,-0.07285922072963916,0.10124493775311234,-0.08484983230156094,-0.049185835583788216,3,3,DD_trapped
seq_p_action2,PT3_COREUt,PT4_COREDe,-0.8827625370470253,0.10124493775311234,-0.9064359221928763,-0.8638182868515158,3,3,DD_trapped
seq_delta_logp_action2_minus_action1,PT2_COREDe,PT3_COREDe,16.223957995780044,0.10124493775311234,15.804686983472736,16.984374799089228,3,3,CC_continue
seq_delta_logp_action2_minus_action1,PT2_COREDe,PT3_COREUt,10.489584324253798,0.10124493775311234,10.054689873570696,10.765625465574429,3,3,CC_continue
seq_delta_logp_action2_minus_action1,PT2_COREDe,PT4_COREDe,10.78646245056225,0.10124493775311234,10.101565721477181,11.187504731083864,3,3,CC_continue
seq_delta_logp_action2_minus_action1,PT3_COREDe,PT3_COREUt,-5.734373671526248,0.10124493775311234,-6.49479047483543,-5.117186739203746,3,3,CC_continue
seq_delta_logp_action2_minus_action1,PT3_COREUt,PT4_COREDe,0.296878126308453,0.5027248637568121,-0.42708121342933625,0.895836326845258,3,3,CC_continue
seq_delta_logp_action2_minus_action1,PT2_COREDe,PT3_COREDe,17.361979129558815,0.10124493775311234,16.984374994377497,18.085937325263977,3,3,CC_temptation
seq_delta_logp_action2_minus_action1,PT2_COREDe,PT3_COREUt,12.088542351311578,0.10124493775311234,11.812500571849482,12.250000797035725,3,3,CC_temptation
seq_delta_logp_action2_minus_action1,PT2_COREDe,PT4_COREDe,12.42708677468079,0.10124493775311234,11.687503052645132,12.820316191691717,3,3,CC_temptation
seq_delta_logp_action2_minus_action1,PT3_COREDe,PT3_COREUt,-5.273436778247236,0.10124493775311234,-5.927082692890647,-4.765624271999242,3,3,CC_temptation
seq_delta_logp_action2_minus_action1,PT3_COREUt,PT4_COREDe,0.3385444233692114,0.40297985100744965,-0.41666433599517716,0.8619822114468203,3,3,CC_temptation
seq_delta_logp_action2_minus_action1,PT2_COREDe,PT3_COREDe,16.24218711731278,0.10124493775311234,15.81249971904148,16.89062432982129,3,3,CD_punished
seq_delta_logp_action2_minus_action1,PT2_COREDe,PT3_COREUt,10.84635496232971,0.10124493775311234,10.335938791299888,11.171875575855987,3,3,CD_punished
seq_delta_logp_action2_minus_action1,PT2_COREDe,PT4_COREDe,4.190102572697331,0.10124493775311234,2.5546855784559437,5.07812359782939,3,3,CD_punished
seq_delta_logp_action2_minus_action1,PT3_COREDe,PT3_COREUt,-5.395832154983069,0.10124493775311234,-6.114581895502942,-4.7812491992082204,3,3,CD_punished
seq_delta_logp_action2_minus_action1,PT3_COREUt,PT4_COREDe,-6.65625238963238,0.10124493775311234,-8.291669383873767,-5.583335806996775,3,3,CD_punished
seq_delta_logp_action2_minus_action1,PT2_COREDe,PT3_COREDe,19.390624915027807,0.10124493775311234,18.90104148756089,20.364583271592302,3,3,DC_exploited
seq_delta_logp_action2_minus_action1,PT2_COREDe,PT3_COREUt,13.124999230770674,0.03384830758462077,13.033854137759619,13.30208091842345,3,3,DC_exploited
seq_delta_logp_action2_minus_action1,PT2_COREDe,PT4_COREDe,14.046878777083595,0.10124493775311234,13.242189581789958,14.453129748507413,3,3,DC_exploited
seq_delta_logp_action2_minus_action1,PT3_COREDe,PT3_COREUt,-6.265625684257131,0.10124493775311234,-7.239584040821626,-5.690105662148496,3,3,DC_exploited
seq_delta_logp_action2_minus_action1,PT3_COREUt,PT4_COREDe,0.9218795463129208,0.2007899605019749,0.20312694566100542,1.4140671123784594,3,3,DC_exploited
seq_delta_logp_action2_minus_action1,PT2_COREDe,PT3_COREDe,18.46354164545188,0.10124493775311234,17.796874963952945,19.562499678284272,3,3,DD_trapped
seq_delta_logp_action2_minus_action1,PT2_COREDe,PT3_COREUt,12.9505201710305,0.10124493775311234,12.679686503759699,13.299478948356457,3,3,DD_trapped
seq_delta_logp_action2_minus_action1,PT2_COREDe,PT4_COREDe,7.273433769658535,0.10124493775311234,6.898431869238621,7.539059829923648,3,3,DD_trapped
seq_delta_logp_action2_minus_action1,PT3_COREDe,PT3_COREUt,-5.513021474421381,0.10124493775311234,-6.690104617308933,-4.731771345761966,3,3,DD_trapped
seq_delta_logp_action2_minus_action1,PT3_COREUt,PT4_COREDe,-5.677086401371964,0.10124493775311234,-6.062503515803245,-5.296876893946369,3,3,DD_trapped
final_delta,PT2_COREDe,PT3_COREDe,4.742838541666667,0.10124493775311234,3.958984375,5.34765625,3,3,CC_continue
final_delta,PT2_COREDe,PT3_COREUt,2.395833333333333,0.10124493775311234,1.62890625,2.90625,3,3,CC_continue
final_delta,PT2_COREDe,PT4_COREDe,4.669270833333334,0.10124493775311234,2.9088541666666665,6.00390625,3,3,CC_continue
final_delta,PT3_COREDe,PT3_COREUt,-2.347005208333334,0.10124493775311234,-2.610677083333333,-1.9889322916666667,3,3,CC_continue
final_delta,PT3_COREUt,PT4_COREDe,2.2734375,0.10124493775311234,0.45572916666666674,3.266927083333333,3,3,CC_continue
final_delta,PT2_COREDe,PT3_COREDe,9.049479166666666,0.10124493775311234,8.791666666666666,9.208333333333334,3,3,CC_temptation
final_delta,PT2_COREDe,PT3_COREUt,7.0625,0.10124493775311234,6.8046875,7.30859375,3,3,CC_temptation
final_delta,PT2_COREDe,PT4_COREDe,8.4296875,0.10124493775311234,6.73046875,9.47265625,3,3,CC_temptation
final_delta,PT3_COREDe,PT3_COREUt,-1.9869791666666665,0.10124493775311234,-2.19140625,-1.83984375,3,3,CC_temptation
final_delta,PT3_COREUt,PT4_COREDe,1.3671875,0.40297985100744965,-0.4609375,2.3984375,3,3,CC_temptation
final_delta,PT2_COREDe,PT3_COREDe,5.861979166666667,0.10124493775311234,5.088541666666667,6.45703125,3,3,CD_punished
final_delta,PT2_COREDe,PT3_COREUt,3.337239583333333,0.10124493775311234,2.671875,3.86328125,3,3,CD_punished
final_delta,PT2_COREDe,PT4_COREDe,-2.756510416666667,0.10124493775311234,-3.91796875,-1.7890625,3,3,CD_punished
final_delta,PT3_COREDe,PT3_COREUt,-2.524739583333334,0.10124493775311234,-2.872395833333333,-2.108072916666667,3,3,CD_punished
final_delta,PT3_COREUt,PT4_COREDe,-6.09375,0.10124493775311234,-7.255208333333333,-5.373697916666667,3,3,CD_punished
final_delta,PT2_COREDe,PT3_COREDe,11.541666666666668,0.10124493775311234,11.466145833333334,11.580729166666666,3,3,DC_exploited
final_delta,PT2_COREDe,PT3_COREUt,9.321614583333334,0.10124493775311234,9.087239583333334,9.440104166666666,3,3,DC_exploited
final_delta,PT2_COREDe,PT4_COREDe,11.501302083333334,0.10124493775311234,9.610677083333334,12.447916666666666,3,3,DC_exploited
final_delta,PT3_COREDe,PT3_COREUt,-2.2200520833333335,0.10124493775311234,-2.4544270833333335,-2.0651041666666665,3,3,DC_exploited
final_delta,PT3_COREUt,PT4_COREDe,2.1796875,0.10124493775311234,0.2890625,3.2421875,3,3,DC_exploited
final_delta,PT2_COREDe,PT3_COREDe,10.694661458333332,0.10124493775311234,10.65234375,10.750651041666668,3,3,DD_trapped
final_delta,PT2_COREDe,PT3_COREUt,8.821614583333332,0.10124493775311234,8.665364583333332,8.928385416666668,3,3,DD_trapped
final_delta,PT2_COREDe,PT4_COREDe,3.108072916666666,0.10124493775311234,2.430989583333333,3.475260416666667,3,3,DD_trapped
final_delta,PT3_COREDe,PT3_COREUt,-1.873046875,0.10124493775311234,-2.015625,-1.78125,3,3,DD_trapped
final_delta,PT3_COREUt,PT4_COREDe,-5.713541666666667,0.10124493775311234,-6.390625,-5.296875,3,3,DD_trapped
