model,scenario,final_delta_seq,final_delta_legacy,final_p_action2,final_preferred_action,component_type,layer,head,component,contribution
PT3_COREDe,CC_temptation,-7.296875244685246,-3.22265625,0.0006771940674513605,action1,head,13,1,L13H1,0.5322265625
PT3_COREDe,CC_temptation,-7.296875244685246,-3.22265625,0.0006771940674513605,action1,head,13,2,L13H2,0.5322265625
PT3_COREDe,CC_temptation,-7.296875244685246,-3.22265625,0.0006771940674513605,action1,head,13,3,L13H3,0.5322265625
PT3_COREDe,CC_temptation,-7.296875244685246,-3.22265625,0.0006771940674513605,action1,head,13,4,L13H4,0.5322265625
PT3_COREDe,CC_temptation,-7.296875244685246,-3.22265625,0.0006771940674513605,action1,head,13,5,L13H5,0.5322265625
PT3_COREDe,CC_temptation,-7.296875244685246,-3.22265625,0.0006771940674513605,action1,head,13,6,L13H6,0.5322265625
PT3_COREDe,CC_temptation,-7.296875244685246,-3.22265625,0.0006771940674513605,action1,head,13,7,L13H7,0.5322265625
PT3_COREDe,CC_temptation,-7.296875244685246,-3.22265625,0.0006771940674513605,action1,head,14,0,L14H0,-0.291015625
PT3_COREDe,CC_temptation,-7.296875244685246,-3.22265625,0.0006771940674513605,action1,head,14,1,L14H1,-0.291015625
PT3_COREDe,CC_temptation,-7.296875244685246,-3.22265625,0.0006771940674513605,action1,head,14,2,L14H2,-0.291015625
PT3_COREDe,CC_temptation,-7.296875244685246,-3.22265625,0.0006771940674513605,action1,head,14,3,L14H3,-0.291015625
