,L16H2,L25_MLP,L16_MLP,L18H0,L24_MLP,L19H0,L15_MLP,L15H7
L16H2,-4.390625171701162,1.3932290527911686,0.989583135862207,0.46354153138785364,0.6302083323246667,0.27343743047925056,-0.3307291344831628,0.36197901646741926
L25_MLP,1.3932290527911686,1.7473955565083201,0.3723956330069331,1.4869786813954697,0.8072914671609966,0.2135412734497327,0.26562503245891494,0.03124991431050539
L16_MLP,0.989583135862207,0.3723956330069331,-1.697916870587953,-0.06510462490155906,0.13020818232234177,-0.16406260300527808,-0.8515626158999758,0.08593723148992687
L18H0,0.46354153138785364,1.4869786813954697,-0.06510462490155906,-1.31250020926358,1.9114581474649752,2.2578124535932305,0.02604163509112567,-0.21093751773811972
L24_MLP,0.6302083323246667,0.8072914671609966,0.13020818232234177,1.9114581474649752,-1.187499948371037,0.5312499184475398,-0.07031249332031564,0.2083333209853603
L19H0,0.27343743047925056,0.2135412734497327,-0.16406260300527808,2.2578124535932305,0.5312499184475398,-1.179687609781828,-0.1302082863873597,-0.13020859101638452
L15_MLP,-0.3307291344831628,0.26562503245891494,-0.8515626158999758,0.02604163509112567,-0.07031249332031564,-0.1302082863873597,-0.9244792576602917,0.049478969298672126
L15H7,0.36197901646741926,0.03124991431050539,0.08593723148992687,-0.21093751773811972,0.2083333209853603,-0.13020859101638452,0.049478969298672126,-0.9088544174768328
