Scenario,De_to_Ut_Mean,Ut_to_De_Mean,Avg_Divergence,Asymmetry
DD_trapped,0.01375534188034188,-0.015714031339031338,0.014734686609686609,0.0019586894586894575
CD_punished,0.00912571225071225,-0.018273682336182335,0.013699697293447293,0.009147970085470084
CC_temptation,0.012976317663817663,-0.011151175213675214,0.012063746438746439,0.0018251424501424494
CC_continue,-0.023081374643874643,0.0009348290598290599,0.012008101851851851,0.022146545584045583
DC_exploited,0.000556445868945869,-0.010194088319088319,0.005375267094017094,0.00963764245014245
