Component,De_to_Ut,Ut_to_De,Max_Effect,Asymmetry
L9H5,-0.005208333333333333,0.005208333333333333,0.005208333333333333,0.0
L9H6,-0.005208333333333333,0.005208333333333333,0.005208333333333333,0.0
L9H7,-0.005208333333333333,0.005208333333333333,0.005208333333333333,0.0
L11H4,0.004166666666666667,-0.005208333333333333,0.005208333333333333,0.0010416666666666664
L1H7,0.003125,0.0020833333333333333,0.003125,0.005208333333333334
L1H6,0.003125,0.0020833333333333333,0.003125,0.005208333333333334
L9_MLP,0.003125,-0.0020833333333333333,0.003125,0.0010416666666666669
L1H0,0.003125,0.0020833333333333333,0.003125,0.005208333333333334
L1H1,0.003125,0.0020833333333333333,0.003125,0.005208333333333334
L1H2,0.003125,0.0020833333333333333,0.003125,0.005208333333333334
L1H3,0.003125,0.0020833333333333333,0.003125,0.005208333333333334
L1H4,0.003125,0.0020833333333333333,0.003125,0.005208333333333334
L1H5,0.003125,0.0020833333333333333,0.003125,0.005208333333333334
L22H1,-0.0010416666666666667,-0.0020833333333333333,0.0020833333333333333,0.003125
L22H2,-0.0010416666666666667,-0.0020833333333333333,0.0020833333333333333,0.003125
L22H3,-0.0010416666666666667,-0.0020833333333333333,0.0020833333333333333,0.003125
L22H4,-0.0010416666666666667,-0.0020833333333333333,0.0020833333333333333,0.003125
L22H5,-0.0010416666666666667,-0.0020833333333333333,0.0020833333333333333,0.003125
L22H6,-0.0010416666666666667,-0.0020833333333333333,0.0020833333333333333,0.003125
L22H7,-0.0010416666666666667,-0.0020833333333333333,0.0020833333333333333,0.003125
L22H0,-0.0010416666666666667,-0.0020833333333333333,0.0020833333333333333,0.003125
L21_MLP,0.0010416666666666667,-0.0010416666666666667,0.0010416666666666667,0.0
