model_id,layer,module_type,component_name,lora_rank,lora_alpha,frobenius_norm,frobenius_norm_normalized,lora_A_norm,lora_B_norm,effective_scale
PT3_COREUt,0,mlp.gate_proj,L0_MLP_GATE,64,32,0.09170807152986526,0.0009552924117694298,4.609961032867432,0.15765565633773804,0.04585403576493263
PT3_COREUt,0,mlp.up_proj,L0_MLP_UP,64,32,0.08812575787305832,0.0009179766445110241,4.6153883934021,0.1516564041376114,0.04406287893652916
PT3_COREUt,0,mlp.down_proj,L0_MLP_DOWN,64,32,0.04230165854096413,0.0008812845529367527,4.622742652893066,0.07308780401945114,0.021150829270482063
PT3_COREUt,0,self_attn.q_proj,L0_ATTN_Q,64,32,0.054478053003549576,0.0012038062720203144,4.608774662017822,0.09286269545555115,0.027239026501774788
PT3_COREUt,0,self_attn.k_proj,L0_ATTN_K,64,32,0.03295833617448807,0.0010299480054527521,4.61901330947876,0.056482698768377304,0.016479168087244034
PT3_COREUt,0,self_attn.v_proj,L0_ATTN_V,64,32,0.030577538534998894,0.0009555480792187154,4.613741874694824,0.05255573242902756,0.015288769267499447
PT3_COREUt,0,self_attn.o_proj,L0_ATTN_O,64,32,0.04653497412800789,0.000969478627666831,4.6236653327941895,0.07963574677705765,0.023267487064003944
PT3_COREUt,1,mlp.gate_proj,L1_MLP_GATE,64,32,0.08993678539991379,0.0009368415145824353,4.610836505889893,0.15506228804588318,0.044968392699956894
PT3_COREUt,1,mlp.up_proj,L1_MLP_UP,64,32,0.08638422191143036,0.0008998356449107329,4.6139912605285645,0.1490773856639862,0.04319211095571518
PT3_COREUt,1,mlp.down_proj,L1_MLP_DOWN,64,32,0.04284114018082619,0.0008925237537672123,4.613564968109131,0.07409346103668213,0.021420570090413094
PT3_COREUt,1,self_attn.q_proj,L1_ATTN_Q,64,32,0.04720939323306084,0.0010431900653374883,4.6298441886901855,0.08067642897367477,0.02360469661653042
PT3_COREUt,1,self_attn.k_proj,L1_ATTN_K,64,32,0.03181677311658859,0.0009942741598933935,4.614187240600586,0.05440419167280197,0.015908386558294296
PT3_COREUt,1,self_attn.v_proj,L1_ATTN_V,64,32,0.02833378314971924,0.0008854307234287262,4.605583667755127,0.048246074467897415,0.01416689157485962
