model_id,probe_type,layer,train_accuracy,test_accuracy,train_r2,test_r2,train_mse,test_mse,n_train_samples,n_test_samples,coef_norm,intercept
PT4_COREDe,betrayal,0,0.6,0.6,0.0,0.0,0.0,0.0,10,5,0.43254925778286546,-6.079153341377311
PT4_COREDe,payoff,0,0.0,0.0,0.131859798591222,0.42280769301135024,1.9446340511556628,1.2929107676545755,10,5,1.0245749950408936,20.460693359375
PT4_COREDe,betrayal,1,0.6,0.6,0.0,0.0,0.0,0.0,10,5,0.6448763376424907,0.0006950603983618264
PT4_COREDe,payoff,1,0.0,0.0,0.27942338971801306,0.5271603579794625,1.6140916070316507,1.059160798126004,10,5,1.5654784440994263,0.17772436141967773
PT4_COREDe,betrayal,2,0.6,0.6,0.0,0.0,0.0,0.0,10,5,0.7090998340438558,12.598844335248744
PT4_COREDe,payoff,2,0.0,0.0,0.3113429675669781,0.5635479399116515,1.5425917526499688,0.9776526145979005,10,5,1.5959209203720093,-17.86957359313965
PT4_COREDe,betrayal,3,0.6,0.6,0.0,0.0,0.0,0.0,10,5,0.7749136288443483,-0.0003333925464696944
PT4_COREDe,payoff,3,0.0,0.0,0.3726799534397287,0.6238554556319806,1.4051969042950077,0.8425637793843634,10,5,1.7132513523101807,-34.70705795288086
PT4_COREDe,betrayal,4,0.6,0.6,0.0,0.0,0.0,0.0,10,5,0.7262446439600958,0.0010036125704992822
PT4_COREDe,payoff,4,0.0,0.0,0.3489575879198128,0.6238463133454388,1.4583350030596194,0.8425842581062171,10,5,1.6435725688934326,-30.996068954467773
PT4_COREDe,betrayal,5,0.6,0.6,0.0,0.0,0.0,0.0,10,5,0.958006387547788,0.0013328166317262296
PT4_COREDe,payoff,5,0.0,0.0,0.4504386476189518,0.7141444164618714,1.2310174293335479,0.640316507125408,10,5,1.8612334728240967,6.050449371337891
PT4_COREDe,betrayal,6,0.8,0.6,0.0,0.0,0.0,0.0,10,5,1.0987193463461704,-42.127371309047575
PT4_COREDe,payoff,6,0.0,0.0,0.3938946148248955,0.6712227624188074,1.357676062792234,0.7364610121818714,10,5,1.7393596172332764,12.212371826171875
PT4_COREDe,betrayal,7,1.0,0.6,0.0,0.0,0.0,0.0,10,5,1.4787522508885467,-51.68753813429171
PT4_COREDe,payoff,7,0.0,0.0,0.781509639826059,0.8924386370994658,0.4894184067896276,0.24093745289719665,10,5,2.222395420074463,31.550321578979492
PT4_COREDe,betrayal,8,1.0,0.6,0.0,0.0,0.0,0.0,10,5,1.54605080497072,-71.98641412692777
