model_id,probe_type,layer,train_accuracy,test_accuracy,train_r2,test_r2,train_mse,test_mse,n_train_samples,n_test_samples,coef_norm,intercept
PT2_COREDe,payoff,6,0.0,0.0,0.3647479865404445,0.6700315163376567,1.4229645101494044,0.7391294034036491,10,5,1.663641333580017,-7.4118571281433105
PT2_COREDe,betrayal,7,1.0,0.6,0.0,0.0,0.0,0.0,10,5,1.4232586818512438,-39.45942698630971
PT2_COREDe,payoff,7,0.0,0.0,0.7820216916803966,0.8958359713928498,0.48827141063591173,0.2333274240800165,10,5,2.2210121154785156,4.748091220855713
PT2_COREDe,betrayal,8,1.0,0.6,0.0,0.0,0.0,0.0,10,5,1.5098968183090797,-56.01685023453514
PT2_COREDe,payoff,8,0.0,0.0,0.8951625324611265,0.9287771794977938,0.23483592728707664,0.15953911792494183,10,5,2.120129346847534,21.684574127197266
PT2_COREDe,betrayal,9,1.0,0.6,0.0,0.0,0.0,0.0,10,5,1.520317618446004,-39.0526050303123
PT2_COREDe,payoff,9,0.0,0.0,0.959500377671081,0.9315077708207053,0.0907191540167787,0.15342259336161987,10,5,1.8312430381774902,-5.1108269691467285
PT2_COREDe,betrayal,10,1.0,0.6,0.0,0.0,0.0,0.0,10,5,1.527329630294889,-0.0008633613229265437
PT2_COREDe,payoff,10,0.0,0.0,0.9737828439651821,0.954588358050062,0.058726429517992076,0.10172207796786097,10,5,1.6864792108535767,-12.589977264404297
PT2_COREDe,betrayal,11,1.0,0.6,0.0,0.0,0.0,0.0,10,5,1.401536041719257,0.0018688183913826931
PT2_COREDe,payoff,11,0.0,0.0,0.9957290256200589,0.9314303277722209,0.009566982611067943,0.1535960657902251,10,5,1.103935956954956,-9.883096694946289
PT2_COREDe,betrayal,12,1.0,0.6,0.0,0.0,0.0,0.0,10,5,1.2802537386671142,0.0005291948959962903
PT2_COREDe,payoff,12,0.0,0.0,0.9963486852337878,0.9500948614485196,0.008178945076315359,0.11178751035531605,10,5,1.0319823026657104,10.92531967163086
PT2_COREDe,betrayal,13,1.0,1.0,0.0,0.0,0.0,0.0,10,5,0.9743839690342846,-0.0010059536032632282
PT2_COREDe,payoff,13,0.0,0.0,0.999475228526202,0.987938138669717,0.0011754881013075647,0.027018569379833934,10,5,0.6501551866531372,-4.719601154327393
PT2_COREDe,betrayal,14,1.0,0.2,0.0,0.0,0.0,0.0,10,5,0.7300465750280437,-0.0013424956296460427
PT2_COREDe,payoff,14,0.0,0.0,0.9998621679733901,0.8610799785603018,0.0003087437396061432,0.31118084802492374,10,5,0.4615825414657593,-0.07319879531860352
PT2_COREDe,betrayal,15,1.0,0.6,0.0,0.0,0.0,0.0,10,5,0.7216129638543881,-0.00016281406481180195
PT2_COREDe,payoff,15,0.0,0.0,0.9999235398763631,0.8984942725993668,0.00017127067694673316,0.22737282937741837,10,5,0.39487695693969727,-14.050626754760742
PT2_COREDe,betrayal,16,1.0,0.2,0.0,0.0,0.0,0.0,10,5,0.6510148482019317,0.0007443561595809002
PT2_COREDe,payoff,16,0.0,0.0,0.999983990560476,0.7184720412792558,3.586114453355549e-05,0.6306226275344671,10,5,0.27959203720092773,-10.91976547241211
PT2_COREDe,betrayal,17,1.0,0.2,0.0,0.0,0.0,0.0,10,5,0.6880649449760055,-0.0003338013009168392
PT2_COREDe,payoff,17,0.0,0.0,0.9999786887244291,0.6569977142193864,4.7737257278868125e-05,0.7683251201485746,10,5,0.2965545952320099,3.8971786499023438
PT2_COREDe,betrayal,18,1.0,0.2,0.0,0.0,0.0,0.0,10,5,0.6853351718267041,-0.00014233801178024883
PT2_COREDe,payoff,18,0.0,0.0,0.9999840053309822,0.6105118225129716,3.582805859991822e-05,0.8724535175709434,10,5,0.2716147005558014,0.9895036220550537
PT2_COREDe,betrayal,19,1.0,0.2,0.0,0.0,0.0,0.0,10,5,0.68679918907274,-0.00015569329983605704
PT2_COREDe,payoff,19,0.0,0.0,0.9999861393694925,0.7556720674839629,3.104781233673748e-05,0.5472945688359232,10,5,0.2593759000301361,-0.38855409622192383
PT2_COREDe,betrayal,20,1.0,0.2,0.0,0.0,0.0,0.0,10,5,0.6939129733664565,-0.0005424637708499092
PT2_COREDe,payoff,20,0.0,0.0,0.9999880580898929,0.7913169488464646,2.6749878639975577e-05,0.4674500345839192,10,5,0.24972186982631683,3.751051902770996
PT2_COREDe,betrayal,21,1.0,0.2,0.0,0.0,0.0,0.0,10,5,0.6768965719708372,0.00030827472579856907
PT2_COREDe,payoff,21,0.0,0.0,0.9999893998784474,0.8105933380055075,2.374427227778142e-05,0.4242709228676631,10,5,0.23869282007217407,1.0930097103118896
PT2_COREDe,betrayal,22,1.0,0.2,0.0,0.0,0.0,0.0,10,5,0.6497005117041091,-0.00021991539522740164
PT2_COREDe,payoff,22,0.0,0.0,0.9999922860268013,0.8053435683482297,1.7279299964911842e-05,0.4360304068999653,10,5,0.22130674123764038,-0.3557562828063965
PT2_COREDe,betrayal,23,1.0,0.2,0.0,0.0,0.0,0.0,10,5,0.6223854801913351,-0.00021625013453579586
PT2_COREDe,payoff,23,0.0,0.0,0.9999948403468762,0.8337018192352689,1.1557622997315775e-05,0.3725079249129976,10,5,0.19849587976932526,-0.3498263359069824
PT2_COREDe,betrayal,24,1.0,0.2,0.0,0.0,0.0,0.0,10,5,0.5916548557362009,-0.00014988101308562306
PT2_COREDe,payoff,24,0.0,0.0,0.9999967059861865,0.8368167435033169,7.378590942153096e-06,0.36553049455257,10,5,0.17706488072872162,-1.2376656532287598
PT2_COREDe,betrayal,25,1.0,0.2,0.0,0.0,0.0,0.0,10,5,0.5206147789141146,0.00021327049133051232
PT2_COREDe,payoff,25,0.0,0.0,0.9999982017507095,0.8203747617520573,4.0280784105561905e-06,0.4023605336753917,10,5,0.15171250700950623,-6.122447490692139
