model_id,probe_type,layer,train_accuracy,test_accuracy,train_r2,test_r2,train_mse,test_mse,n_train_samples,n_test_samples,coef_norm,intercept
PT2_COREDe,betrayal,0,0.6,0.6,0.0,0.0,0.0,0.0,10,5,0.4286159888528087,-0.0018079407933019077
PT2_COREDe,payoff,0,0.0,0.0,0.12615922617284525,0.42287216107532444,1.9574033333728267,1.2927663591912733,10,5,1.0070149898529053,5.888308525085449
PT2_COREDe,betrayal,1,0.6,0.6,0.0,0.0,0.0,0.0,10,5,0.6496645651749334,0.0009916246306485715
PT2_COREDe,payoff,1,0.0,0.0,0.28102781048465886,0.5430805774118912,1.6104977045143642,1.0234995065973636,10,5,1.567213535308838,-8.29926872253418
PT2_COREDe,betrayal,2,0.6,0.6,0.0,0.0,0.0,0.0,10,5,0.6805515716675314,11.473845723856032
PT2_COREDe,payoff,2,0.0,0.0,0.28889033101027295,0.5551805422299196,1.5928856585369886,0.99639558540498,10,5,1.5619503259658813,-7.717495441436768
PT2_COREDe,betrayal,3,0.6,0.6,0.0,0.0,0.0,0.0,10,5,0.7433000622022424,0.0011648280382312076
PT2_COREDe,payoff,3,0.0,0.0,0.33428092403005394,0.6085976867584577,1.4912107301726791,0.8767411816610547,10,5,1.6407524347305298,-18.50080108642578
PT2_COREDe,betrayal,4,0.6,0.6,0.0,0.0,0.0,0.0,10,5,0.7110707201035733,-0.0006061077688358311
PT2_COREDe,payoff,4,0.0,0.0,0.3134607389413304,0.5947970559853144,1.53784794477142,0.9076545945928955,10,5,1.5919331312179565,-14.130178451538086
PT2_COREDe,betrayal,5,0.6,0.6,0.0,0.0,0.0,0.0,10,5,0.9454577235538029,0.0007476531370161679
PT2_COREDe,payoff,5,0.0,0.0,0.400570145105535,0.6840727256680533,1.3427228749636015,0.7076770945035605,10,5,1.753004789352417,14.756488800048828
PT2_COREDe,betrayal,6,0.6,0.6,0.0,0.0,0.0,0.0,10,5,0.9801694225230956,-27.169165329161313
