scenario,component,delta_change,delta_change,effect_size,effect_size,action_flipped
,,mean,std,mean,std,sum
CC_continue,L0H0,-0.13020553547598382,0.022552005946534566,0.043259493547409024,0.014084030922292634,0
CC_continue,L0H1,-0.13020553547598382,0.022552005946534566,0.043259493547409024,0.014084030922292634,0
CC_continue,L0H2,-0.13020553547598382,0.022552005946534566,0.043259493547409024,0.014084030922292634,0
CC_continue,L0H3,-0.13020553547598382,0.022552005946534566,0.043259493547409024,0.014084030922292634,0
CC_continue,L0H4,-0.13020553547598382,0.022552005946534566,0.043259493547409024,0.014084030922292634,0
CC_continue,L0H5,-0.13020553547598382,0.022552005946534566,0.043259493547409024,0.014084030922292634,0
CC_continue,L0H6,-0.13020553547598382,0.022552005946534566,0.043259493547409024,0.014084030922292634,0
CC_continue,L0H7,-0.13020553547598382,0.022552005946534566,0.043259493547409024,0.014084030922292634,0
CC_continue,L0_MLP,0.02083195835112465,0.09923089790363093,0.027517128731343755,0.0070989052354191165,0
CC_continue,L10H0,0.01562686045532624,9.41802231491855e-07,0.0051073202575600525,0.0007328090674808132,0
CC_continue,L10H1,0.01562686045532624,9.41802231491855e-07,0.0051073202575600525,0.0007328090674808132,0
CC_continue,L10H2,0.01562686045532624,9.41802231491855e-07,0.0051073202575600525,0.0007328090674808132,0
CC_continue,L10H3,0.01562686045532624,9.41802231491855e-07,0.0051073202575600525,0.0007328090674808132,0
CC_continue,L10H4,0.01562686045532624,9.41802231491855e-07,0.0051073202575600525,0.0007328090674808132,0
CC_continue,L10H5,0.01562686045532624,9.41802231491855e-07,0.0051073202575600525,0.0007328090674808132,0
CC_continue,L10H6,0.01562686045532624,9.41802231491855e-07,0.0051073202575600525,0.0007328090674808132,0
CC_continue,L10H7,0.01562686045532624,9.41802231491855e-07,0.0051073202575600525,0.0007328090674808132,0
CC_continue,L10_MLP,0.08333572939846541,0.018041028234891246,0.02667266809517548,0.0024783504956778397,0
CC_continue,L11H0,-0.06770863448742226,0.018042549339108115,0.021565253108629407,0.0032113755618117927,0
CC_continue,L11H1,-0.06770863448742226,0.018042549339108115,0.021565253108629407,0.0032113755618117927,0
CC_continue,L11H2,-0.06770863448742226,0.018042549339108115,0.021565253108629407,0.0032113755618117927,0
CC_continue,L11H3,-0.06770863448742226,0.018042549339108115,0.021565253108629407,0.0032113755618117927,0
CC_continue,L11H4,-0.06770863448742226,0.018042549339108115,0.021565253108629407,0.0032113755618117927,0
CC_continue,L11H5,-0.06770863448742226,0.018042549339108115,0.021565253108629407,0.0032113755618117927,0
CC_continue,L11H6,-0.06770863448742226,0.018042549339108115,0.021565253108629407,0.0032113755618117927,0
CC_continue,L11H7,-0.06770863448742226,0.018042549339108115,0.021565253108629407,0.0032113755618117927,0
CC_continue,L11_MLP,-0.21614252980898208,0.02255229941079982,0.07134609273762905,0.018112248200629396,0
CC_continue,L12H0,-0.031249941871615228,0.027062412658831834,0.011059008498262662,0.011041885161463741,0
CC_continue,L12H1,-0.031249941871615228,0.027062412658831834,0.011059008498262662,0.011041885161463741,0
CC_continue,L12H2,-0.031249941871615228,0.027062412658831834,0.011059008498262662,0.011041885161463741,0
CC_continue,L12H3,-0.031249941871615228,0.027062412658831834,0.011059008498262662,0.011041885161463741,0
CC_continue,L12H4,-0.031249941871615228,0.027062412658831834,0.011059008498262662,0.011041885161463741,0
CC_continue,L12H5,-0.031249941871615228,0.027062412658831834,0.011059008498262662,0.011041885161463741,0
CC_continue,L12H6,-0.031249941871615228,0.027062412658831834,0.011059008498262662,0.011041885161463741,0
CC_continue,L12H7,-0.031249941871615228,0.027062412658831834,0.011059008498262662,0.011041885161463741,0
CC_continue,L12_MLP,0.015623430939985491,0.013531054347155694,0.004683568457997036,0.004055797357279743,0
CC_continue,L13H0,0.010415471046429925,0.00902007340004279,0.0031222031399110897,0.0027039030896291024,0
CC_continue,L13H1,0.010415471046429925,0.00902007340004279,0.0031222031399110897,0.0027039030896291024,0
CC_continue,L13H2,0.010415471046429925,0.00902007340004279,0.0031222031399110897,0.0027039030896291024,0
CC_continue,L13H3,0.010415471046429925,0.00902007340004279,0.0031222031399110897,0.0027039030896291024,0
CC_continue,L13H4,0.010415471046429925,0.00902007340004279,0.0031222031399110897,0.0027039030896291024,0
CC_continue,L13H5,0.010415471046429925,0.00902007340004279,0.0031222031399110897,0.0027039030896291024,0
CC_continue,L13H6,0.010415471046429925,0.00902007340004279,0.0031222031399110897,0.0027039030896291024,0
CC_continue,L13H7,0.010415471046429925,0.00902007340004279,0.0031222031399110897,0.0027039030896291024,0
CC_continue,L13_MLP,0.2552084438784525,0.018038773614424713,0.08284550214933849,0.005578614515343308,0
CC_continue,L14H0,-0.2369798122224669,0.08570136597517711,0.0801296123689922,0.04143675947350703,0
CC_continue,L14H1,-0.2369798122224669,0.08570136597517711,0.0801296123689922,0.04143675947350703,0
CC_continue,L14H2,-0.2369798122224669,0.08570136597517711,0.0801296123689922,0.04143675947350703,0
CC_continue,L14H3,-0.2369798122224669,0.08570136597517711,0.0801296123689922,0.04143675947350703,0
CC_continue,L14H4,-0.2369798122224669,0.08570136597517711,0.0801296123689922,0.04143675947350703,0
CC_continue,L14H5,-0.2369798122224669,0.08570136597517711,0.0801296123689922,0.04143675947350703,0
CC_continue,L14H6,-0.2369798122224669,0.08570136597517711,0.0801296123689922,0.04143675947350703,0
CC_continue,L14H7,-0.2369798122224669,0.08570136597517711,0.0801296123689922,0.04143675947350703,0
CC_continue,L14_MLP,0.21875013632442583,0.12178319544457773,0.06768805167008764,0.03284437958759838,0
CC_continue,L15H0,0.039062210729100176,0.21650555043304337,0.05957231061835231,0.017999881508463576,0
CC_continue,L15H1,0.039062210729100176,0.21650555043304337,0.05957231061835231,0.017999881508463576,0
CC_continue,L15H2,0.039062210729100176,0.21650555043304337,0.05957231061835231,0.017999881508463576,0
CC_continue,L15H3,0.039062210729100176,0.21650555043304337,0.05957231061835231,0.017999881508463576,0
CC_continue,L15H4,0.039062210729100176,0.21650555043304337,0.05957231061835231,0.017999881508463576,0
CC_continue,L15H5,0.039062210729100176,0.21650555043304337,0.05957231061835231,0.017999881508463576,0
CC_continue,L15H6,0.039062210729100176,0.21650555043304337,0.05957231061835231,0.017999881508463576,0
CC_continue,L15H7,0.039062210729100176,0.21650555043304337,0.05957231061835231,0.017999881508463576,0
CC_continue,L15_MLP,0.4635426015015831,0.21199502189063926,0.14487401814209602,0.053295296291710974,0
CC_continue,L16H0,-0.09895761744422993,0.23905801229995505,0.05542514302909423,0.07571750319545234,0
CC_continue,L16H1,-0.09895761744422993,0.23905801229995505,0.05542514302909423,0.07571750319545234,0
CC_continue,L16H2,-0.09895761744422993,0.23905801229995505,0.05542514302909423,0.07571750319545234,0
CC_continue,L16H3,-0.09895761744422993,0.23905801229995505,0.05542514302909423,0.07571750319545234,0
CC_continue,L16H4,-0.09895761744422993,0.23905801229995505,0.05542514302909423,0.07571750319545234,0
CC_continue,L16H5,-0.09895761744422993,0.23905801229995505,0.05542514302909423,0.07571750319545234,0
CC_continue,L16H6,-0.09895761744422993,0.23905801229995505,0.05542514302909423,0.07571750319545234,0
CC_continue,L16H7,-0.09895761744422993,0.23905801229995505,0.05542514302909423,0.07571750319545234,0
CC_continue,L16_MLP,0.6822871627422203,0.05863683502130473,0.2248226604533259,0.05273173191087756,0
CC_continue,L17H0,0.06770569562315594,0.022553507674303804,0.022832861697809615,0.011155015601185281,0
CC_continue,L17H1,0.06770569562315594,0.022553507674303804,0.022832861697809615,0.011155015601185281,0
CC_continue,L17H2,0.06770569562315594,0.022553507674303804,0.022832861697809615,0.011155015601185281,0
CC_continue,L17H3,0.06770569562315594,0.022553507674303804,0.022832861697809615,0.011155015601185281,0
CC_continue,L17H4,0.06770569562315594,0.022553507674303804,0.022832861697809615,0.011155015601185281,0
