component,delta_change,effect_size,action_flipped
L25_MLP,-1.2718761313183993,0.479610400241267,0
L16H1,0.700522109017906,0.3129495785501286,0
L16H7,0.700522109017906,0.3129495785501286,0
L16H0,0.700522109017906,0.3129495785501286,0
L16H2,0.700522109017906,0.3129495785501286,0
L16H3,0.700522109017906,0.3129495785501286,0
L16H4,0.700522109017906,0.3129495785501286,0
L16H5,0.700522109017906,0.3129495785501286,0
L16H6,0.700522109017906,0.3129495785501286,0
L15_MLP,0.7020854032910808,0.27452453840521673,0
L23_MLP,0.6010411476295883,0.24689674890469115,0
L16_MLP,0.5749964282615883,0.21471077910235384,0
L18H2,0.14843920389021123,0.1708144572079452,0
L18H6,0.14843920389021123,0.1708144572079452,0
L18H0,0.14843920389021123,0.1708144572079452,0
L18H1,0.14843920389021123,0.1708144572079452,0
L18H3,0.14843920389021123,0.1708144572079452,0
L18H4,0.14843920389021123,0.1708144572079452,0
L18H5,0.14843920389021123,0.1708144572079452,0
L18H7,0.14843920389021123,0.1708144572079452,0
L19_MLP,-0.4390616793368283,0.16983792950002213,0
L18_MLP,-0.40364656462341414,0.16189984485776573,0
L19H1,0.40156208924058284,0.15856943132047435,0
L19H5,0.40156208924058284,0.15856943132047435,0
L19H2,0.40156208924058284,0.15856943132047435,0
L19H3,0.40156208924058284,0.15856943132047435,0
L19H4,0.40156208924058284,0.15856943132047435,0
L19H7,0.40156208924058284,0.15856943132047435,0
L19H0,0.40156208924058284,0.15856943132047435,0
L19H6,0.40156208924058284,0.15856943132047435,0
L22H7,-0.3645841245050114,0.13347635061674099,0
L22H6,-0.3645841245050114,0.13347635061674099,0
L22H5,-0.3645841245050114,0.13347635061674099,0
L22H4,-0.3645841245050114,0.13347635061674099,0
L22H3,-0.3645841245050114,0.13347635061674099,0
L22H2,-0.3645841245050114,0.13347635061674099,0
L22H0,-0.3645841245050114,0.13347635061674099,0
L22H1,-0.3645841245050114,0.13347635061674099,0
L24_MLP,-0.31249893525252886,0.11196242825293783,0
L14_MLP,0.24166782787566002,0.10306365707585473,0
L22_MLP,-0.26979099006705987,0.1000529138567784,0
L17_MLP,-0.12499999126302734,0.09177514671896164,0
L25H0,0.2375002485740783,0.09175889266667366,0
L25H7,0.2375002485740783,0.09175889266667366,0
L25H6,0.2375002485740783,0.09175889266667366,0
L25H4,0.2375002485740783,0.09175889266667366,0
L25H3,0.2375002485740783,0.09175889266667366,0
L25H2,0.2375002485740783,0.09175889266667366,0
L25H5,0.2375002485740783,0.09175889266667366,0
L25H1,0.2375002485740783,0.09175889266667366,0
L13_MLP,0.21145808568795127,0.0816533818808657,0
L17H4,-0.12187586275653185,0.07785777722481875,0
L17H6,-0.12187586275653185,0.07785777722481875,0
L17H3,-0.12187586275653185,0.07785777722481875,0
L17H7,-0.12187586275653185,0.07785777722481875,0
L17H0,-0.12187586275653185,0.07785777722481875,0
L17H5,-0.12187586275653185,0.07785777722481875,0
L17H1,-0.12187586275653185,0.07785777722481875,0
L17H2,-0.12187586275653185,0.07785777722481875,0
L1H7,0.20208228538270953,0.07588361564941024,0
L1H6,0.20208228538270953,0.07588361564941024,0
L1H5,0.20208228538270953,0.07588361564941024,0
L1H4,0.20208228538270953,0.07588361564941024,0
L1H3,0.20208228538270953,0.07588361564941024,0
L1H2,0.20208228538270953,0.07588361564941024,0
L1H1,0.20208228538270953,0.07588361564941024,0
L1H0,0.20208228538270953,0.07588361564941024,0
L23H1,-0.20833321502809746,0.0725378382474266,0
L23H2,-0.20833321502809746,0.0725378382474266,0
L23H0,-0.20833321502809746,0.0725378382474266,0
L23H6,-0.20833321502809746,0.0725378382474266,0
L23H5,-0.20833321502809746,0.0725378382474266,0
L23H7,-0.20833321502809746,0.0725378382474266,0
L23H3,-0.20833321502809746,0.0725378382474266,0
L23H4,-0.20833321502809746,0.0725378382474266,0
L20_MLP,0.08958390450160479,0.06765477999882911,0
L8H4,-0.1682305981462929,0.06553430398816076,0
L8H1,-0.1682305981462929,0.06553430398816076,0
L8H3,-0.1682305981462929,0.06553430398816076,0
L8H0,-0.1682305981462929,0.06553430398816076,0
L8H7,-0.1682305981462929,0.06553430398816076,0
L8H6,-0.1682305981462929,0.06553430398816076,0
L8H5,-0.1682305981462929,0.06553430398816076,0
L8H2,-0.1682305981462929,0.06553430398816076,0
L11_MLP,-0.1630188550541861,0.056417872035097454,0
L10_MLP,0.08958563970153778,0.050685403919026206,0
L15H7,0.09010527617864064,0.04917253492779708,0
L15H6,0.09010527617864064,0.04917253492779708,0
L15H5,0.09010527617864064,0.04917253492779708,0
L15H4,0.09010527617864064,0.04917253492779708,0
L15H3,0.09010527617864064,0.04917253492779708,0
L15H2,0.09010527617864064,0.04917253492779708,0
L15H1,0.09010527617864064,0.04917253492779708,0
L15H0,0.09010527617864064,0.04917253492779708,0
L5H4,0.1260417250456949,0.04802869396886996,0
L5H7,0.1260417250456949,0.04802869396886996,0
L5H6,0.1260417250456949,0.04802869396886996,0
L5H5,0.1260417250456949,0.04802869396886996,0
L5H3,0.1260417250456949,0.04802869396886996,0
L5H2,0.1260417250456949,0.04802869396886996,0
L5H1,0.1260417250456949,0.04802869396886996,0
L5H0,0.1260417250456949,0.04802869396886996,0
L21H0,0.0437497548009904,0.04775869725266803,0
L21H7,0.0437497548009904,0.04775869725266803,0
L21H6,0.0437497548009904,0.04775869725266803,0
L21H5,0.0437497548009904,0.04775869725266803,0
L21H4,0.0437497548009904,0.04775869725266803,0
L21H3,0.0437497548009904,0.04775869725266803,0
L21H2,0.0437497548009904,0.04775869725266803,0
L21H1,0.0437497548009904,0.04775869725266803,0
L6H6,0.10312357411732236,0.03893408712320004,0
L6H7,0.10312357411732236,0.03893408712320004,0
L6H0,0.10312357411732236,0.03893408712320004,0
L6H1,0.10312357411732236,0.03893408712320004,0
L6H2,0.10312357411732236,0.03893408712320004,0
L6H3,0.10312357411732236,0.03893408712320004,0
L6H4,0.10312357411732236,0.03893408712320004,0
