scenario,component,delta_change,delta_change,effect_size,effect_size,action_flipped
,,mean,std,mean,std,sum
CC_continue,L0H0,-0.07812475657415992,0.027063697850053234,0.009022353114102861,0.003582257205821693,0
CC_continue,L0H1,-0.07812475657415992,0.027063697850053234,0.009022353114102861,0.003582257205821693,0
CC_continue,L0H2,-0.07812475657415992,0.027063697850053234,0.009022353114102861,0.003582257205821693,0
CC_continue,L0H3,-0.07812475657415992,0.027063697850053234,0.009022353114102861,0.003582257205821693,0
CC_continue,L0H4,-0.07812475657415992,0.027063697850053234,0.009022353114102861,0.003582257205821693,0
CC_continue,L0H5,-0.07812475657415992,0.027063697850053234,0.009022353114102861,0.003582257205821693,0
CC_continue,L0H6,-0.07812475657415992,0.027063697850053234,0.009022353114102861,0.003582257205821693,0
CC_continue,L0H7,-0.07812475657415992,0.027063697850053234,0.009022353114102861,0.003582257205821693,0
CC_continue,L0_MLP,0.09114598307752193,0.08570014238242378,0.011361997446576363,0.009134589671644157,0
CC_continue,L10H0,-0.08593714097600547,0.04059514910653169,0.009543649706498384,0.0037238955274177506,0
CC_continue,L10H1,-0.08593714097600547,0.04059514910653169,0.009543649706498384,0.0037238955274177506,0
CC_continue,L10H2,-0.08593714097600547,0.04059514910653169,0.009543649706498384,0.0037238955274177506,0
CC_continue,L10H3,-0.08593714097600547,0.04059514910653169,0.009543649706498384,0.0037238955274177506,0
CC_continue,L10H4,-0.08593714097600547,0.04059514910653169,0.009543649706498384,0.0037238955274177506,0
CC_continue,L10H5,-0.08593714097600547,0.04059514910653169,0.009543649706498384,0.0037238955274177506,0
CC_continue,L10H6,-0.08593714097600547,0.04059514910653169,0.009543649706498384,0.0037238955274177506,0
CC_continue,L10H7,-0.08593714097600547,0.04059514910653169,0.009543649706498384,0.0037238955274177506,0
CC_continue,L10_MLP,-0.34895775836761445,0.2390589604476719,0.03835131612751395,0.023205304960648668,0
CC_continue,L11H0,-0.1927081595391241,0.1262958517804735,0.022577504360276484,0.015321364216438486,0
CC_continue,L11H1,-0.1927081595391241,0.1262958517804735,0.022577504360276484,0.015321364216438486,0
CC_continue,L11H2,-0.1927081595391241,0.1262958517804735,0.022577504360276484,0.015321364216438486,0
CC_continue,L11H3,-0.1927081595391241,0.1262958517804735,0.022577504360276484,0.015321364216438486,0
CC_continue,L11H4,-0.1927081595391241,0.1262958517804735,0.022577504360276484,0.015321364216438486,0
CC_continue,L11H5,-0.1927081595391241,0.1262958517804735,0.022577504360276484,0.015321364216438486,0
CC_continue,L11H6,-0.1927081595391241,0.1262958517804735,0.022577504360276484,0.015321364216438486,0
CC_continue,L11H7,-0.1927081595391241,0.1262958517804735,0.022577504360276484,0.015321364216438486,0
