scenario,component,delta_change,delta_change,effect_size,effect_size,action_flipped
,,mean,std,mean,std,sum
CC_continue,L0H0,-0.02083270088126099,0.009021031714304129,0.002317990399915536,0.0008134266824739253,0
CC_continue,L0H1,-0.02083270088126099,0.009021031714304129,0.002317990399915536,0.0008134266824739253,0
CC_continue,L0H2,-0.02083270088126099,0.009021031714304129,0.002317990399915536,0.0008134266824739253,0
CC_continue,L0H3,-0.02083270088126099,0.009021031714304129,0.002317990399915536,0.0008134266824739253,0
CC_continue,L0H4,-0.02083270088126099,0.009021031714304129,0.002317990399915536,0.0008134266824739253,0
CC_continue,L0H5,-0.02083270088126099,0.009021031714304129,0.002317990399915536,0.0008134266824739253,0
CC_continue,L0H6,-0.02083270088126099,0.009021031714304129,0.002317990399915536,0.0008134266824739253,0
CC_continue,L0H7,-0.02083270088126099,0.009021031714304129,0.002317990399915536,0.0008134266824739253,0
CC_continue,L0_MLP,0.10677106377303917,0.07216836165019529,0.012521070368415455,0.00872780329521191,0
CC_continue,L10H0,-0.10416650773607532,0.05863665722265636,0.01151703924129787,0.005540997992125069,0
CC_continue,L10H1,-0.10416650773607532,0.05863665722265636,0.01151703924129787,0.005540997992125069,0
CC_continue,L10H2,-0.10416650773607532,0.05863665722265636,0.01151703924129787,0.005540997992125069,0
CC_continue,L10H3,-0.10416650773607532,0.05863665722265636,0.01151703924129787,0.005540997992125069,0
CC_continue,L10H4,-0.10416650773607532,0.05863665722265636,0.01151703924129787,0.005540997992125069,0
CC_continue,L10H5,-0.10416650773607532,0.05863665722265636,0.01151703924129787,0.005540997992125069,0
CC_continue,L10H6,-0.10416650773607532,0.05863665722265636,0.01151703924129787,0.005540997992125069,0
CC_continue,L10H7,-0.10416650773607532,0.05863665722265636,0.01151703924129787,0.005540997992125069,0
CC_continue,L10_MLP,-0.3958331131035919,0.26612184053352006,0.04353037054669417,0.025772424283798355,0
CC_continue,L11H0,-0.16927094067124257,0.09923228467366661,0.019768264564142636,0.01218320501643309,0
CC_continue,L11H1,-0.16927094067124257,0.09923228467366661,0.019768264564142636,0.01218320501643309,0
CC_continue,L11H2,-0.16927094067124257,0.09923228467366661,0.019768264564142636,0.01218320501643309,0
CC_continue,L11H3,-0.16927094067124257,0.09923228467366661,0.019768264564142636,0.01218320501643309,0
CC_continue,L11H4,-0.16927094067124257,0.09923228467366661,0.019768264564142636,0.01218320501643309,0
CC_continue,L11H5,-0.16927094067124257,0.09923228467366661,0.019768264564142636,0.01218320501643309,0
CC_continue,L11H6,-0.16927094067124257,0.09923228467366661,0.019768264564142636,0.01218320501643309,0
CC_continue,L11H7,-0.16927094067124257,0.09923228467366661,0.019768264564142636,0.01218320501643309,0
CC_continue,L11_MLP,-0.3072913749778217,0.04510542430382875,0.0346675361876508,0.002417686199925772,0
CC_continue,L12H0,-0.11979177972276567,0.11727447408851557,0.015330338904443727,0.011865987604539968,0
CC_continue,L12H1,-0.11979177972276567,0.11727447408851557,0.015330338904443727,0.011865987604539968,0
CC_continue,L12H2,-0.11979177972276567,0.11727447408851557,0.015330338904443727,0.011865987604539968,0
CC_continue,L12H3,-0.11979177972276567,0.11727447408851557,0.015330338904443727,0.011865987604539968,0
CC_continue,L12H4,-0.11979177972276567,0.11727447408851557,0.015330338904443727,0.011865987604539968,0
CC_continue,L12H5,-0.11979177972276567,0.11727447408851557,0.015330338904443727,0.011865987604539968,0
CC_continue,L12H6,-0.11979177972276567,0.11727447408851557,0.015330338904443727,0.011865987604539968,0
CC_continue,L12H7,-0.11979177972276567,0.11727447408851557,0.015330338904443727,0.011865987604539968,0
CC_continue,L12_MLP,0.023437842722395057,0.013531437364463729,0.002736053286528024,0.0016642065577660693,0
CC_continue,L13H0,0.08593793333203574,0.04059466892165887,0.009543742326480803,0.0037238367900934996,0
CC_continue,L13H1,0.08593793333203574,0.04059466892165887,0.009543742326480803,0.0037238367900934996,0
CC_continue,L13H2,0.08593793333203574,0.04059466892165887,0.009543742326480803,0.0037238367900934996,0
CC_continue,L13H3,0.08593793333203574,0.04059466892165887,0.009543742326480803,0.0037238367900934996,0
CC_continue,L13H4,0.08593793333203574,0.04059466892165887,0.009543742326480803,0.0037238367900934996,0
CC_continue,L13H5,0.08593793333203574,0.04059466892165887,0.009543742326480803,0.0037238367900934996,0
CC_continue,L13H6,0.08593793333203574,0.04059466892165887,0.009543742326480803,0.0037238367900934996,0
CC_continue,L13H7,0.08593793333203574,0.04059466892165887,0.009543742326480803,0.0037238367900934996,0
CC_continue,L13_MLP,0.7031251088089766,0.08118997976013956,0.07944330453285899,0.003133796054811142,0
CC_continue,L14H0,0.2213544407412981,0.022552672431287366,0.025270417640043952,0.004253983531586201,0
CC_continue,L14H1,0.2213544407412981,0.022552672431287366,0.025270417640043952,0.004253983531586201,0
CC_continue,L14H2,0.2213544407412981,0.022552672431287366,0.025270417640043952,0.004253983531586201,0
