component,mean_abs_delta_change,max_abs_delta_change,mean_effect_size,max_effect_size,flips,experiment,rank_in_experiment
L24H6,0.07864580280542327,0.1406250036481502,0.009686089803421744,0.0166358576535067,0,PT2_COREDe_to_PT3_COREDe,214
L24H7,0.07864580280542327,0.1406250036481502,0.009686089803421744,0.0166358576535067,0,PT2_COREDe_to_PT3_COREDe,215
L24H1,0.07864580280542327,0.1406250036481502,0.009686089803421744,0.0166358576535067,0,PT2_COREDe_to_PT3_COREDe,216
L24H0,0.07864580280542327,0.1406250036481502,0.009686089803421744,0.0166358576535067,0,PT2_COREDe_to_PT3_COREDe,217
L0H7,0.053645604792944314,0.1249997597285634,0.006309072021508727,0.0135020824501534,0,PT2_COREDe_to_PT3_COREDe,218
L0H6,0.053645604792944314,0.1249997597285634,0.006309072021508727,0.0135020824501534,0,PT2_COREDe_to_PT3_COREDe,219
L0H5,0.053645604792944314,0.1249997597285634,0.006309072021508727,0.0135020824501534,0,PT2_COREDe_to_PT3_COREDe,220
L0H4,0.053645604792944314,0.1249997597285634,0.006309072021508727,0.0135020824501534,0,PT2_COREDe_to_PT3_COREDe,221
L0H3,0.053645604792944314,0.1249997597285634,0.006309072021508727,0.0135020824501534,0,PT2_COREDe_to_PT3_COREDe,222
L0H2,0.053645604792944314,0.1249997597285634,0.006309072021508727,0.0135020824501534,0,PT2_COREDe_to_PT3_COREDe,223
L0H0,0.053645604792944314,0.1249997597285634,0.006309072021508727,0.0135020824501534,0,PT2_COREDe_to_PT3_COREDe,224
L0H1,0.053645604792944314,0.1249997597285634,0.006309072021508727,0.0135020824501534,0,PT2_COREDe_to_PT3_COREDe,225
L4_MLP,0.04843762038935876,0.226562490474075,0.0058271178915173935,0.0270270225432643,0,PT2_COREDe_to_PT3_COREDe,226
L3H0,0.016666646897043544,0.0546874961183334,0.001966195547691888,0.0057003245128717,0,PT2_COREDe_to_PT3_COREDe,227
L3H1,0.016666646897043544,0.0546874961183334,0.001966195547691888,0.0057003245128717,0,PT2_COREDe_to_PT3_COREDe,228
L3H2,0.016666646897043544,0.0546874961183334,0.001966195547691888,0.0057003245128717,0,PT2_COREDe_to_PT3_COREDe,229
L3H3,0.016666646897043544,0.0546874961183334,0.001966195547691888,0.0057003245128717,0,PT2_COREDe_to_PT3_COREDe,230
L3H4,0.016666646897043544,0.0546874961183334,0.001966195547691888,0.0057003245128717,0,PT2_COREDe_to_PT3_COREDe,231
L3H5,0.016666646897043544,0.0546874961183334,0.001966195547691888,0.0057003245128717,0,PT2_COREDe_to_PT3_COREDe,232
L3H6,0.016666646897043544,0.0546874961183334,0.001966195547691888,0.0057003245128717,0,PT2_COREDe_to_PT3_COREDe,233
L3H7,0.016666646897043544,0.0546874961183334,0.001966195547691888,0.0057003245128717,0,PT2_COREDe_to_PT3_COREDe,234
L25_MLP,1.271876131318399,1.5000015225883137,0.479610400241267,0.5986850883341049,0,PT2_COREDe_to_PT3_COREUt,1
L16H1,0.7505218467446877,1.7656288750130695,0.3129495785501286,0.711268959400882,0,PT2_COREDe_to_PT3_COREUt,2
L16H7,0.7505218467446877,1.7656288750130695,0.3129495785501286,0.711268959400882,0,PT2_COREDe_to_PT3_COREUt,3
L16H0,0.7505218467446877,1.7656288750130695,0.3129495785501286,0.711268959400882,0,PT2_COREDe_to_PT3_COREUt,4
L16H2,0.7505218467446877,1.7656288750130695,0.3129495785501286,0.711268959400882,0,PT2_COREDe_to_PT3_COREUt,5
L16H3,0.7505218467446877,1.7656288750130695,0.3129495785501286,0.711268959400882,0,PT2_COREDe_to_PT3_COREUt,6
L16H4,0.7505218467446877,1.7656288750130695,0.3129495785501286,0.711268959400882,0,PT2_COREDe_to_PT3_COREUt,7
L16H5,0.7505218467446877,1.7656288750130695,0.3129495785501286,0.711268959400882,0,PT2_COREDe_to_PT3_COREUt,8
L16H6,0.7505218467446877,1.7656288750130695,0.3129495785501286,0.711268959400882,0,PT2_COREDe_to_PT3_COREUt,9
L15_MLP,0.7020854032910808,1.015629762265473,0.27452453840521673,0.457748877447193,0,PT2_COREDe_to_PT3_COREUt,10
L23_MLP,0.6010411476295882,0.8906244199195121,0.24689674890469113,0.4559994120741538,0,PT2_COREDe_to_PT3_COREUt,11
L16_MLP,0.5749964282615881,0.8749948183330636,0.2147107791023538,0.3432822381277837,0,PT2_COREDe_to_PT3_COREUt,12
L19_MLP,0.4390616793368283,0.7265605770412553,0.1698379295000221,0.2887314823379722,0,PT2_COREDe_to_PT3_COREUt,13
L18H2,0.4244800442495613,0.953123037136934,0.17081445720794514,0.3630939597086914,0,PT2_COREDe_to_PT3_COREUt,14
L18H5,0.4244800442495613,0.953123037136934,0.17081445720794514,0.3630939597086914,0,PT2_COREDe_to_PT3_COREUt,15
L18H0,0.4244800442495613,0.953123037136934,0.17081445720794514,0.3630939597086914,0,PT2_COREDe_to_PT3_COREUt,16
L18H1,0.4244800442495613,0.953123037136934,0.17081445720794514,0.3630939597086914,0,PT2_COREDe_to_PT3_COREUt,17
L18H3,0.4244800442495613,0.953123037136934,0.17081445720794514,0.3630939597086914,0,PT2_COREDe_to_PT3_COREUt,18
L18H4,0.4244800442495613,0.953123037136934,0.17081445720794514,0.3630939597086914,0,PT2_COREDe_to_PT3_COREUt,19
L18H7,0.4244800442495613,0.953123037136934,0.17081445720794514,0.3630939597086914,0,PT2_COREDe_to_PT3_COREUt,20
L18H6,0.4244800442495613,0.953123037136934,0.17081445720794514,0.3630939597086914,0,PT2_COREDe_to_PT3_COREUt,21
L19H2,0.4161455475513007,0.6562498354365021,0.15856943132047432,0.295999731235706,0,PT2_COREDe_to_PT3_COREUt,22
L19H7,0.4161455475513007,0.6562498354365021,0.15856943132047432,0.295999731235706,0,PT2_COREDe_to_PT3_COREUt,23
L19H3,0.4161455475513007,0.6562498354365021,0.15856943132047432,0.295999731235706,0,PT2_COREDe_to_PT3_COREUt,24
L19H4,0.4161455475513007,0.6562498354365021,0.15856943132047432,0.295999731235706,0,PT2_COREDe_to_PT3_COREUt,25
L19H1,0.4161455475513007,0.6562498354365021,0.15856943132047432,0.295999731235706,0,PT2_COREDe_to_PT3_COREUt,26
L19H5,0.4161455475513007,0.6562498354365021,0.15856943132047432,0.295999731235706,0,PT2_COREDe_to_PT3_COREUt,27
L19H0,0.4161455475513007,0.6562498354365021,0.15856943132047432,0.295999731235706,0,PT2_COREDe_to_PT3_COREUt,28
L19H6,0.4161455475513007,0.6562498354365021,0.15856943132047432,0.295999731235706,0,PT2_COREDe_to_PT3_COREUt,29
L18_MLP,0.40364656462341414,0.7187502280978095,0.1618998448577657,0.2711275474255376,0,PT2_COREDe_to_PT3_COREUt,30
L22H7,0.3645841245050113,0.4999996473165606,0.13347635061674096,0.1904757777573648,0,PT2_COREDe_to_PT3_COREUt,31
L22H6,0.3645841245050113,0.4999996473165606,0.13347635061674096,0.1904757777573648,0,PT2_COREDe_to_PT3_COREUt,32
L22H5,0.3645841245050113,0.4999996473165606,0.13347635061674096,0.1904757777573648,0,PT2_COREDe_to_PT3_COREUt,33
L22H4,0.3645841245050113,0.4999996473165606,0.13347635061674096,0.1904757777573648,0,PT2_COREDe_to_PT3_COREUt,34
L22H3,0.3645841245050113,0.4999996473165606,0.13347635061674096,0.1904757777573648,0,PT2_COREDe_to_PT3_COREUt,35
L22H2,0.3645841245050113,0.4999996473165606,0.13347635061674096,0.1904757777573648,0,PT2_COREDe_to_PT3_COREUt,36
L22H0,0.3645841245050113,0.4999996473165606,0.13347635061674096,0.1904757777573648,0,PT2_COREDe_to_PT3_COREUt,37
L22H1,0.3645841245050113,0.4999996473165606,0.13347635061674096,0.1904757777573648,0,PT2_COREDe_to_PT3_COREUt,38
L24_MLP,0.33958251014146634,0.7031224003325747,0.11196242825293777,0.2678557610605269,0,PT2_COREDe_to_PT3_COREUt,39
L22_MLP,0.3010411927700931,0.6562499312005801,0.10005291385677835,0.1749999011385166,0,PT2_COREDe_to_PT3_COREUt,40
L14_MLP,0.2562500852831956,0.5312501915644177,0.10306365707585469,0.2239996850997088,0,PT2_COREDe_to_PT3_COREUt,41
L25H0,0.23750024857407828,0.3281244205156599,0.09175889266667361,0.1519999448046125,0,PT2_COREDe_to_PT3_COREUt,42
L25H7,0.23750024857407828,0.3281244205156599,0.09175889266667361,0.1519999448046125,0,PT2_COREDe_to_PT3_COREUt,43
L25H6,0.23750024857407828,0.3281244205156599,0.09175889266667361,0.1519999448046125,0,PT2_COREDe_to_PT3_COREUt,44
L25H5,0.23750024857407828,0.3281244205156599,0.09175889266667361,0.1519999448046125,0,PT2_COREDe_to_PT3_COREUt,45
L25H3,0.23750024857407828,0.3281244205156599,0.09175889266667361,0.1519999448046125,0,PT2_COREDe_to_PT3_COREUt,46
L25H2,0.23750024857407828,0.3281244205156599,0.09175889266667361,0.1519999448046125,0,PT2_COREDe_to_PT3_COREUt,47
L25H4,0.23750024857407828,0.3281244205156599,0.09175889266667361,0.1519999448046125,0,PT2_COREDe_to_PT3_COREUt,48
L25H1,0.23750024857407828,0.3281244205156599,0.09175889266667361,0.1519999448046125,0,PT2_COREDe_to_PT3_COREUt,49
L17_MLP,0.23749997888277694,0.4687488924815106,0.0917751467189616,0.2112672228700804,0,PT2_COREDe_to_PT3_COREUt,50
L23H1,0.2145834093443312,0.578124758656497,0.07253783824742656,0.1541665313785656,0,PT2_COREDe_to_PT3_COREUt,51
L23H7,0.2145834093443312,0.578124758656497,0.07253783824742656,0.1541665313785656,0,PT2_COREDe_to_PT3_COREUt,52
L23H6,0.2145834093443312,0.578124758656497,0.07253783824742656,0.1541665313785656,0,PT2_COREDe_to_PT3_COREUt,53
L23H5,0.2145834093443312,0.578124758656497,0.07253783824742656,0.1541665313785656,0,PT2_COREDe_to_PT3_COREUt,54
L23H0,0.2145834093443312,0.578124758656497,0.07253783824742656,0.1541665313785656,0,PT2_COREDe_to_PT3_COREUt,55
L23H3,0.2145834093443312,0.578124758656497,0.07253783824742656,0.1541665313785656,0,PT2_COREDe_to_PT3_COREUt,56
L23H4,0.2145834093443312,0.578124758656497,0.07253783824742656,0.1541665313785656,0,PT2_COREDe_to_PT3_COREUt,57
L23H2,0.2145834093443312,0.578124758656497,0.07253783824742656,0.1541665313785656,0,PT2_COREDe_to_PT3_COREUt,58
L13_MLP,0.2114580856879512,0.2812479563085361,0.08165338188086566,0.1439988617596404,0,PT2_COREDe_to_PT3_COREUt,59
L1H7,0.2020822853827095,0.2968730306953455,0.0758836156494102,0.1052623620727962,0,PT2_COREDe_to_PT3_COREUt,60
L1H0,0.2020822853827095,0.2968730306953455,0.0758836156494102,0.1052623620727962,0,PT2_COREDe_to_PT3_COREUt,61
L1H1,0.2020822853827095,0.2968730306953455,0.0758836156494102,0.1052623620727962,0,PT2_COREDe_to_PT3_COREUt,62
L1H2,0.2020822853827095,0.2968730306953455,0.0758836156494102,0.1052623620727962,0,PT2_COREDe_to_PT3_COREUt,63
L1H6,0.2020822853827095,0.2968730306953455,0.0758836156494102,0.1052623620727962,0,PT2_COREDe_to_PT3_COREUt,64
L1H3,0.2020822853827095,0.2968730306953455,0.0758836156494102,0.1052623620727962,0,PT2_COREDe_to_PT3_COREUt,65
L1H4,0.2020822853827095,0.2968730306953455,0.0758836156494102,0.1052623620727962,0,PT2_COREDe_to_PT3_COREUt,66
L1H5,0.2020822853827095,0.2968730306953455,0.0758836156494102,0.1052623620727962,0,PT2_COREDe_to_PT3_COREUt,67
L17H6,0.1843750255812381,0.4921886496792371,0.07785777722481872,0.2072373071936707,0,PT2_COREDe_to_PT3_COREUt,68
L17H7,0.1843750255812381,0.4921886496792371,0.07785777722481872,0.2072373071936707,0,PT2_COREDe_to_PT3_COREUt,69
L17H3,0.1843750255812381,0.4921886496792371,0.07785777722481872,0.2072373071936707,0,PT2_COREDe_to_PT3_COREUt,70
L17H5,0.1843750255812381,0.4921886496792371,0.07785777722481872,0.2072373071936707,0,PT2_COREDe_to_PT3_COREUt,71
L17H4,0.1843750255812381,0.4921886496792371,0.07785777722481872,0.2072373071936707,0,PT2_COREDe_to_PT3_COREUt,72
L17H0,0.1843750255812381,0.4921886496792371,0.07785777722481872,0.2072373071936707,0,PT2_COREDe_to_PT3_COREUt,73
L17H1,0.1843750255812381,0.4921886496792371,0.07785777722481872,0.2072373071936707,0,PT2_COREDe_to_PT3_COREUt,74
L17H2,0.1843750255812381,0.4921886496792371,0.07785777722481872,0.2072373071936707,0,PT2_COREDe_to_PT3_COREUt,75
L8H1,0.1765637901746662,0.2890623778095564,0.06553430398816072,0.1141973935936618,0,PT2_COREDe_to_PT3_COREUt,76
L8H4,0.1765637901746662,0.2890623778095564,0.06553430398816072,0.1141973935936618,0,PT2_COREDe_to_PT3_COREUt,77
L8H0,0.1765637901746662,0.2890623778095564,0.06553430398816072,0.1141973935936618,0,PT2_COREDe_to_PT3_COREUt,78
L8H7,0.1765637901746662,0.2890623778095564,0.06553430398816072,0.1141973935936618,0,PT2_COREDe_to_PT3_COREUt,79
L8H3,0.1765637901746662,0.2890623778095564,0.06553430398816072,0.1141973935936618,0,PT2_COREDe_to_PT3_COREUt,80
L8H2,0.1765637901746662,0.2890623778095564,0.06553430398816072,0.1141973935936618,0,PT2_COREDe_to_PT3_COREUt,81
L8H5,0.1765637901746662,0.2890623778095564,0.06553430398816072,0.1141973935936618,0,PT2_COREDe_to_PT3_COREUt,82
L8H6,0.1765637901746662,0.2890623778095564,0.06553430398816072,0.1141973935936618,0,PT2_COREDe_to_PT3_COREUt,83
L20_MLP,0.16458349621604212,0.3750006735556443,0.06765477999882906,0.1690144812014367,0,PT2_COREDe_to_PT3_COREUt,84
L11_MLP,0.16301909520368024,0.2734354421963538,0.0564178720350974,0.0922603154861544,0,PT2_COREDe_to_PT3_COREUt,85
L15H2,0.130729984357181,0.2343807299244908,0.04917253492779702,0.0803567834869379,0,PT2_COREDe_to_PT3_COREUt,86
L15H1,0.130729984357181,0.2343807299244908,0.04917253492779702,0.0803567834869379,0,PT2_COREDe_to_PT3_COREUt,87
L15H0,0.130729984357181,0.2343807299244908,0.04917253492779702,0.0803567834869379,0,PT2_COREDe_to_PT3_COREUt,88
L15H4,0.130729984357181,0.2343807299244908,0.04917253492779702,0.0803567834869379,0,PT2_COREDe_to_PT3_COREUt,89
L15H5,0.130729984357181,0.2343807299244908,0.04917253492779702,0.0803567834869379,0,PT2_COREDe_to_PT3_COREUt,90
L15H6,0.130729984357181,0.2343807299244908,0.04917253492779702,0.0803567834869379,0,PT2_COREDe_to_PT3_COREUt,91
L15H7,0.130729984357181,0.2343807299244908,0.04917253492779702,0.0803567834869379,0,PT2_COREDe_to_PT3_COREUt,92
L15H3,0.130729984357181,0.2343807299244908,0.04917253492779702,0.0803567834869379,0,PT2_COREDe_to_PT3_COREUt,93
L5H4,0.1260417250456949,0.1640611315603184,0.04802869396886991,0.0719996345474167,0,PT2_COREDe_to_PT3_COREUt,94
L5H0,0.1260417250456949,0.1640611315603184,0.04802869396886991,0.0719996345474167,0,PT2_COREDe_to_PT3_COREUt,95
L5H7,0.1260417250456949,0.1640611315603184,0.04802869396886991,0.0719996345474167,0,PT2_COREDe_to_PT3_COREUt,96
L5H6,0.1260417250456949,0.1640611315603184,0.04802869396886991,0.0719996345474167,0,PT2_COREDe_to_PT3_COREUt,97
L5H5,0.1260417250456949,0.1640611315603184,0.04802869396886991,0.0719996345474167,0,PT2_COREDe_to_PT3_COREUt,98
L5H3,0.1260417250456949,0.1640611315603184,0.04802869396886991,0.0719996345474167,0,PT2_COREDe_to_PT3_COREUt,99
L5H2,0.1260417250456949,0.1640611315603184,0.04802869396886991,0.0719996345474167,0,PT2_COREDe_to_PT3_COREUt,100
L5H1,0.1260417250456949,0.1640611315603184,0.04802869396886991,0.0719996345474167,0,PT2_COREDe_to_PT3_COREUt,101
L10_MLP,0.12291843462295127,0.2656288895656273,0.05068540391902616,0.1194059463421551,0,PT2_COREDe_to_PT3_COREUt,102
L21H0,0.112499693122678,0.2968741635882581,0.047758697252667986,0.1519994747825194,0,PT2_COREDe_to_PT3_COREUt,103
L21H7,0.112499693122678,0.2968741635882581,0.047758697252667986,0.1519994747825194,0,PT2_COREDe_to_PT3_COREUt,104
L21H6,0.112499693122678,0.2968741635882581,0.047758697252667986,0.1519994747825194,0,PT2_COREDe_to_PT3_COREUt,105
L21H5,0.112499693122678,0.2968741635882581,0.047758697252667986,0.1519994747825194,0,PT2_COREDe_to_PT3_COREUt,106
L21H4,0.112499693122678,0.2968741635882581,0.047758697252667986,0.1519994747825194,0,PT2_COREDe_to_PT3_COREUt,107
L21H3,0.112499693122678,0.2968741635882581,0.047758697252667986,0.1519994747825194,0,PT2_COREDe_to_PT3_COREUt,108
L21H2,0.112499693122678,0.2968741635882581,0.047758697252667986,0.1519994747825194,0,PT2_COREDe_to_PT3_COREUt,109
L21H1,0.112499693122678,0.2968741635882581,0.047758697252667986,0.1519994747825194,0,PT2_COREDe_to_PT3_COREUt,110
L12_MLP,0.10364708828419394,0.3671872855859495,0.038805134160532925,0.1243385142920295,0,PT2_COREDe_to_PT3_COREUt,111
L6H7,0.10312357411732233,0.1562465697831538,0.03893408712319999,0.0657880233548886,0,PT2_COREDe_to_PT3_COREUt,112
L6H0,0.10312357411732233,0.1562465697831538,0.03893408712319999,0.0657880233548886,0,PT2_COREDe_to_PT3_COREUt,113
L6H5,0.10312357411732233,0.1562465697831538,0.03893408712319999,0.0657880233548886,0,PT2_COREDe_to_PT3_COREUt,114
L6H4,0.10312357411732233,0.1562465697831538,0.03893408712319999,0.0657880233548886,0,PT2_COREDe_to_PT3_COREUt,115
L6H3,0.10312357411732233,0.1562465697831538,0.03893408712319999,0.0657880233548886,0,PT2_COREDe_to_PT3_COREUt,116
L6H2,0.10312357411732233,0.1562465697831538,0.03893408712319999,0.0657880233548886,0,PT2_COREDe_to_PT3_COREUt,117
L6H1,0.10312357411732233,0.1562465697831538,0.03893408712319999,0.0657880233548886,0,PT2_COREDe_to_PT3_COREUt,118
L6H6,0.10312357411732233,0.1562465697831538,0.03893408712319999,0.0657880233548886,0,PT2_COREDe_to_PT3_COREUt,119
L14H2,0.10260372729224353,0.3359392256538411,0.035980807322318446,0.1279766608417423,0,PT2_COREDe_to_PT3_COREUt,120
L14H7,0.10260372729224353,0.3359392256538411,0.035980807322318446,0.1279766608417423,0,PT2_COREDe_to_PT3_COREUt,121
L14H3,0.10260372729224353,0.3359392256538411,0.035980807322318446,0.1279766608417423,0,PT2_COREDe_to_PT3_COREUt,122
L14H4,0.10260372729224353,0.3359392256538411,0.035980807322318446,0.1279766608417423,0,PT2_COREDe_to_PT3_COREUt,123
L14H5,0.10260372729224353,0.3359392256538411,0.035980807322318446,0.1279766608417423,0,PT2_COREDe_to_PT3_COREUt,124
L14H6,0.10260372729224353,0.3359392256538411,0.035980807322318446,0.1279766608417423,0,PT2_COREDe_to_PT3_COREUt,125
L14H1,0.10260372729224353,0.3359392256538411,0.035980807322318446,0.1279766608417423,0,PT2_COREDe_to_PT3_COREUt,126
L14H0,0.10260372729224353,0.3359392256538411,0.035980807322318446,0.1279766608417423,0,PT2_COREDe_to_PT3_COREUt,127
L0_MLP,0.09687341560277174,0.1406229535611807,0.03779925780526163,0.0592094751750113,0,PT2_COREDe_to_PT3_COREUt,128
L0H0,0.09218598481488999,0.1562463488839793,0.03409292346355881,0.0595223316359303,0,PT2_COREDe_to_PT3_COREUt,129
L0H7,0.09218598481488999,0.1562463488839793,0.03409292346355881,0.0595223316359303,0,PT2_COREDe_to_PT3_COREUt,130
L0H2,0.09218598481488999,0.1562463488839793,0.03409292346355881,0.0595223316359303,0,PT2_COREDe_to_PT3_COREUt,131
L0H6,0.09218598481488999,0.1562463488839793,0.03409292346355881,0.0595223316359303,0,PT2_COREDe_to_PT3_COREUt,132
L0H5,0.09218598481488999,0.1562463488839793,0.03409292346355881,0.0595223316359303,0,PT2_COREDe_to_PT3_COREUt,133
L0H4,0.09218598481488999,0.1562463488839793,0.03409292346355881,0.0595223316359303,0,PT2_COREDe_to_PT3_COREUt,134
L0H3,0.09218598481488999,0.1562463488839793,0.03409292346355881,0.0595223316359303,0,PT2_COREDe_to_PT3_COREUt,135
L0H1,0.09218598481488999,0.1562463488839793,0.03409292346355881,0.0595223316359303,0,PT2_COREDe_to_PT3_COREUt,136
L1_MLP,0.08958312893046069,0.1249990830337548,0.032765906091922974,0.0522385942724333,0,PT2_COREDe_to_PT3_COREUt,137
L24H3,0.08697896494754888,0.1406248367645837,0.03167646193015867,0.0535709173169207,0,PT2_COREDe_to_PT3_COREUt,138
L24H2,0.08697896494754888,0.1406248367645837,0.03167646193015867,0.0535709173169207,0,PT2_COREDe_to_PT3_COREUt,139
L24H7,0.08697896494754888,0.1406248367645837,0.03167646193015867,0.0535709173169207,0,PT2_COREDe_to_PT3_COREUt,140
L24H6,0.08697896494754888,0.1406248367645837,0.03167646193015867,0.0535709173169207,0,PT2_COREDe_to_PT3_COREUt,141
L24H5,0.08697896494754888,0.1406248367645837,0.03167646193015867,0.0535709173169207,0,PT2_COREDe_to_PT3_COREUt,142
L24H4,0.08697896494754888,0.1406248367645837,0.03167646193015867,0.0535709173169207,0,PT2_COREDe_to_PT3_COREUt,143
L24H0,0.08697896494754888,0.1406248367645837,0.03167646193015867,0.0535709173169207,0,PT2_COREDe_to_PT3_COREUt,144
L24H1,0.08697896494754888,0.1406248367645837,0.03167646193015867,0.0535709173169207,0,PT2_COREDe_to_PT3_COREUt,145
L20H7,0.08437520032572245,0.1718763682099,0.030777381715312236,0.0774654480706495,0,PT2_COREDe_to_PT3_COREUt,146
L20H2,0.08437520032572245,0.1718763682099,0.030777381715312236,0.0774654480706495,0,PT2_COREDe_to_PT3_COREUt,147
L20H6,0.08437520032572245,0.1718763682099,0.030777381715312236,0.0774654480706495,0,PT2_COREDe_to_PT3_COREUt,148
L20H5,0.08437520032572245,0.1718763682099,0.030777381715312236,0.0774654480706495,0,PT2_COREDe_to_PT3_COREUt,149
L20H4,0.08437520032572245,0.1718763682099,0.030777381715312236,0.0774654480706495,0,PT2_COREDe_to_PT3_COREUt,150
L20H3,0.08437520032572245,0.1718763682099,0.030777381715312236,0.0774654480706495,0,PT2_COREDe_to_PT3_COREUt,151
L20H0,0.08437520032572245,0.1718763682099,0.030777381715312236,0.0774654480706495,0,PT2_COREDe_to_PT3_COREUt,152
L20H1,0.08437520032572245,0.1718763682099,0.030777381715312236,0.0774654480706495,0,PT2_COREDe_to_PT3_COREUt,153
L11H3,0.0734376044658814,0.1406244613782488,0.028358816306300574,0.0592102941028426,0,PT2_COREDe_to_PT3_COREUt,154
L11H7,0.0734376044658814,0.1406244613782488,0.028358816306300574,0.0592102941028426,0,PT2_COREDe_to_PT3_COREUt,155
L11H6,0.0734376044658814,0.1406244613782488,0.028358816306300574,0.0592102941028426,0,PT2_COREDe_to_PT3_COREUt,156
L11H5,0.0734376044658814,0.1406244613782488,0.028358816306300574,0.0592102941028426,0,PT2_COREDe_to_PT3_COREUt,157
L11H4,0.0734376044658814,0.1406244613782488,0.028358816306300574,0.0592102941028426,0,PT2_COREDe_to_PT3_COREUt,158
L11H2,0.0734376044658814,0.1406244613782488,0.028358816306300574,0.0592102941028426,0,PT2_COREDe_to_PT3_COREUt,159
L11H0,0.0734376044658814,0.1406244613782488,0.028358816306300574,0.0592102941028426,0,PT2_COREDe_to_PT3_COREUt,160
L11H1,0.0734376044658814,0.1406244613782488,0.028358816306300574,0.0592102941028426,0,PT2_COREDe_to_PT3_COREUt,161
L2H6,0.06302094661186264,0.1093767943538339,0.02371168371663204,0.0492966105311445,0,PT2_COREDe_to_PT3_COREUt,162
L2H7,0.06302094661186264,0.1093767943538339,0.02371168371663204,0.0492966105311445,0,PT2_COREDe_to_PT3_COREUt,163
L2H0,0.06302094661186264,0.1093767943538339,0.02371168371663204,0.0492966105311445,0,PT2_COREDe_to_PT3_COREUt,164
L2H1,0.06302094661186264,0.1093767943538339,0.02371168371663204,0.0492966105311445,0,PT2_COREDe_to_PT3_COREUt,165
L2H2,0.06302094661186264,0.1093767943538339,0.02371168371663204,0.0492966105311445,0,PT2_COREDe_to_PT3_COREUt,166
L2H3,0.06302094661186264,0.1093767943538339,0.02371168371663204,0.0492966105311445,0,PT2_COREDe_to_PT3_COREUt,167
L2H4,0.06302094661186264,0.1093767943538339,0.02371168371663204,0.0492966105311445,0,PT2_COREDe_to_PT3_COREUt,168
L2H5,0.06302094661186264,0.1093767943538339,0.02371168371663204,0.0492966105311445,0,PT2_COREDe_to_PT3_COREUt,169
L21_MLP,0.06302083590365076,0.15625076240053,0.022617355015606633,0.0746271675174077,0,PT2_COREDe_to_PT3_COREUt,170
L5_MLP,0.062498489063081954,0.1093729108593835,0.0246369193572377,0.05223776457261,0,PT2_COREDe_to_PT3_COREUt,171
L4H0,0.059895540606794744,0.1249988745756733,0.02385382604513683,0.052631100262438,0,PT2_COREDe_to_PT3_COREUt,172
L4H7,0.059895540606794744,0.1249988745756733,0.02385382604513683,0.052631100262438,0,PT2_COREDe_to_PT3_COREUt,173
L4H6,0.059895540606794744,0.1249988745756733,0.02385382604513683,0.052631100262438,0,PT2_COREDe_to_PT3_COREUt,174
L4H5,0.059895540606794744,0.1249988745756733,0.02385382604513683,0.052631100262438,0,PT2_COREDe_to_PT3_COREUt,175
L4H4,0.059895540606794744,0.1249988745756733,0.02385382604513683,0.052631100262438,0,PT2_COREDe_to_PT3_COREUt,176
L4H3,0.059895540606794744,0.1249988745756733,0.02385382604513683,0.052631100262438,0,PT2_COREDe_to_PT3_COREUt,177
L4H2,0.059895540606794744,0.1249988745756733,0.02385382604513683,0.052631100262438,0,PT2_COREDe_to_PT3_COREUt,178
L4H1,0.059895540606794744,0.1249988745756733,0.02385382604513683,0.052631100262438,0,PT2_COREDe_to_PT3_COREUt,179
L2_MLP,0.058333694703566946,0.1171873915974162,0.020409651263389488,0.0351287528204496,0,PT2_COREDe_to_PT3_COREUt,180
L7_MLP,0.05833347702867549,0.1562489209501554,0.022900909903286075,0.0671642951548874,0,PT2_COREDe_to_PT3_COREUt,181
L9_MLP,0.05625038516210689,0.1093759529823188,0.019501560707797575,0.0447760604878258,0,PT2_COREDe_to_PT3_COREUt,182
L12H1,0.05468729853222989,0.109374140370384,0.02043689726454905,0.0460520997811667,0,PT2_COREDe_to_PT3_COREUt,183
L12H7,0.05468729853222989,0.109374140370384,0.02043689726454905,0.0460520997811667,0,PT2_COREDe_to_PT3_COREUt,184
L12H6,0.05468729853222989,0.109374140370384,0.02043689726454905,0.0460520997811667,0,PT2_COREDe_to_PT3_COREUt,185
L12H5,0.05468729853222989,0.109374140370384,0.02043689726454905,0.0460520997811667,0,PT2_COREDe_to_PT3_COREUt,186
L12H4,0.05468729853222989,0.109374140370384,0.02043689726454905,0.0460520997811667,0,PT2_COREDe_to_PT3_COREUt,187
L12H2,0.05468729853222989,0.109374140370384,0.02043689726454905,0.0460520997811667,0,PT2_COREDe_to_PT3_COREUt,188
L12H0,0.05468729853222989,0.109374140370384,0.02043689726454905,0.0460520997811667,0,PT2_COREDe_to_PT3_COREUt,189
L12H3,0.05468729853222989,0.109374140370384,0.02043689726454905,0.0460520997811667,0,PT2_COREDe_to_PT3_COREUt,190
L8_MLP,0.05416600953618936,0.1718747033709093,0.019216023810511806,0.0654759817873695,0,PT2_COREDe_to_PT3_COREUt,191
L7H7,0.05260377594426515,0.0937501585252871,0.020576539041361648,0.0400003630808762,0,PT2_COREDe_to_PT3_COREUt,192
L7H2,0.05260377594426515,0.0937501585252871,0.020576539041361648,0.0400003630808762,0,PT2_COREDe_to_PT3_COREUt,193
L7H3,0.05260377594426515,0.0937501585252871,0.020576539041361648,0.0400003630808762,0,PT2_COREDe_to_PT3_COREUt,194
