source_model,target_model,component,scenario,baseline_delta,baseline_action,patched_delta,patched_action,delta_change,action_flipped,effect_size
PT3_COREDe,PT3_COREUt,L21H2,CC_continue,-1.15625,Cooperate,-1.1875,Cooperate,-0.03125,False,0.027027003652321167
PT3_COREDe,PT3_COREUt,L21H3,CC_continue,-1.15625,Cooperate,-1.1875,Cooperate,-0.03125,False,0.027027003652321167
PT3_COREDe,PT3_COREUt,L21H4,CC_continue,-1.15625,Cooperate,-1.1875,Cooperate,-0.03125,False,0.027027003652321167
PT3_COREDe,PT3_COREUt,L21H5,CC_continue,-1.15625,Cooperate,-1.1875,Cooperate,-0.03125,False,0.027027003652321167
PT3_COREDe,PT3_COREUt,L21H6,CC_continue,-1.15625,Cooperate,-1.1875,Cooperate,-0.03125,False,0.027027003652321167
PT3_COREDe,PT3_COREUt,L21H7,CC_continue,-1.15625,Cooperate,-1.1875,Cooperate,-0.03125,False,0.027027003652321167
PT3_COREDe,PT3_COREUt,L22H0,CC_continue,-1.15625,Cooperate,-1.21875,Cooperate,-0.0625,False,0.05405400730464233
PT3_COREDe,PT3_COREUt,L22H1,CC_continue,-1.15625,Cooperate,-1.21875,Cooperate,-0.0625,False,0.05405400730464233
PT3_COREDe,PT3_COREUt,L22H2,CC_continue,-1.15625,Cooperate,-1.21875,Cooperate,-0.0625,False,0.05405400730464233
PT3_COREDe,PT3_COREUt,L22H3,CC_continue,-1.15625,Cooperate,-1.21875,Cooperate,-0.0625,False,0.05405400730464233
PT3_COREDe,PT3_COREUt,L22H4,CC_continue,-1.15625,Cooperate,-1.21875,Cooperate,-0.0625,False,0.05405400730464233
PT3_COREDe,PT3_COREUt,L22H5,CC_continue,-1.15625,Cooperate,-1.21875,Cooperate,-0.0625,False,0.05405400730464233
PT3_COREDe,PT3_COREUt,L22H6,CC_continue,-1.15625,Cooperate,-1.21875,Cooperate,-0.0625,False,0.05405400730464233
PT3_COREDe,PT3_COREUt,L22H7,CC_continue,-1.15625,Cooperate,-1.21875,Cooperate,-0.0625,False,0.05405400730464233
PT3_COREDe,PT3_COREUt,L23H0,CC_continue,-1.15625,Cooperate,-1.1875,Cooperate,-0.03125,False,0.027027003652321167
PT3_COREDe,PT3_COREUt,L23H1,CC_continue,-1.15625,Cooperate,-1.1875,Cooperate,-0.03125,False,0.027027003652321167
PT3_COREDe,PT3_COREUt,L23H2,CC_continue,-1.15625,Cooperate,-1.1875,Cooperate,-0.03125,False,0.027027003652321167
PT3_COREDe,PT3_COREUt,L23H3,CC_continue,-1.15625,Cooperate,-1.1875,Cooperate,-0.03125,False,0.027027003652321167
PT3_COREDe,PT3_COREUt,L23H4,CC_continue,-1.15625,Cooperate,-1.1875,Cooperate,-0.03125,False,0.027027003652321167
PT3_COREDe,PT3_COREUt,L23H5,CC_continue,-1.15625,Cooperate,-1.1875,Cooperate,-0.03125,False,0.027027003652321167
PT3_COREDe,PT3_COREUt,L23H6,CC_continue,-1.15625,Cooperate,-1.1875,Cooperate,-0.03125,False,0.027027003652321167
PT3_COREDe,PT3_COREUt,L23H7,CC_continue,-1.15625,Cooperate,-1.1875,Cooperate,-0.03125,False,0.027027003652321167
PT3_COREDe,PT3_COREUt,L24H0,CC_continue,-1.15625,Cooperate,-1.15625,Cooperate,0.0,False,0.0
PT3_COREDe,PT3_COREUt,L24H1,CC_continue,-1.15625,Cooperate,-1.15625,Cooperate,0.0,False,0.0
PT3_COREDe,PT3_COREUt,L24H2,CC_continue,-1.15625,Cooperate,-1.15625,Cooperate,0.0,False,0.0
PT3_COREDe,PT3_COREUt,L24H3,CC_continue,-1.15625,Cooperate,-1.15625,Cooperate,0.0,False,0.0
PT3_COREDe,PT3_COREUt,L24H4,CC_continue,-1.15625,Cooperate,-1.15625,Cooperate,0.0,False,0.0
PT3_COREDe,PT3_COREUt,L24H5,CC_continue,-1.15625,Cooperate,-1.15625,Cooperate,0.0,False,0.0
PT3_COREDe,PT3_COREUt,L24H6,CC_continue,-1.15625,Cooperate,-1.15625,Cooperate,0.0,False,0.0
PT3_COREDe,PT3_COREUt,L24H7,CC_continue,-1.15625,Cooperate,-1.15625,Cooperate,0.0,False,0.0
PT3_COREDe,PT3_COREUt,L25H0,CC_continue,-1.15625,Cooperate,-1.125,Cooperate,0.03125,False,0.027027003652321167
