scenario,baseline_p_action2,patched_p_action2,delta_p_action2
CC_continue,0.8670357718271842,0.17781086947804958,-0.6892249023491346
CC_temptation,0.9770226436949722,0.24508501313237172,-0.7319376305626004
CD_punished,0.49999987617676206,0.1645164628965629,-0.33548341328019915
DC_exploited,0.9706878447993078,0.30735801686526387,-0.6633298279340439
DD_trapped,0.8670361963463146,0.2689414213699951,-0.5980947749763195
