strength,mean_p_action2,mean_coop_rate
-2.0,0.872557821081703,0.127442178918297
-1.5,0.868148924049368,0.13185107595063195
-1.0,0.8554963846679652,0.14450361533203482
-0.5,0.8515441190995923,0.14845588090040773
0.0,0.8420024440954108,0.1579975559045892
0.5,0.8389857833330474,0.1610142166669526
1.0,0.8250763399377936,0.1749236600622064
1.5,0.8111355309445987,0.18886446905540133
2.0,0.7988440686694819,0.20115593133051812
