strength,mean_p_action2,mean_coop_rate
-2.0,0.832202331507123,0.16779766849287703
-1.5,0.8322022726927539,0.16779772730724607
-1.0,0.827173034011466,0.17282696598853398
-0.5,0.8301210476846428,0.1698789523153572
0.0,0.836356466568908,0.16364353343109195
0.5,0.8425319754625151,0.15746802453748487
1.0,0.835760475756443,0.16423952424355703
1.5,0.83286688207513,0.16713311792486996
2.0,0.8307856379825301,0.16921436201746987
