strength,mean_p_action2,mean_coop_rate
-2.0,0.8718878031276844,0.12811219687231556
-1.5,0.8856592896836188,0.11434071031638116
-1.0,0.8803839328799299,0.11961606712007011
-0.5,0.8713105258942635,0.1286894741057365
0.0,0.8420024440954108,0.1579975559045892
0.5,0.7948125224886763,0.2051874775113237
1.0,0.696335228366235,0.30366477163376504
1.5,0.6249734837380732,0.37502651626192685
2.0,0.5462120439421831,0.45378795605781685
