scenario,baseline_p_action2,steered_p_action2,delta_p_action2
CC_continue,0.8670357718271842,0.8519527116491254,-0.015083060178058716
CC_temptation,0.9770226436949722,0.9740426576947961,-0.002979986000176016
CD_punished,0.49999987617676206,0.4687909253501413,-0.031208950826620785
DC_exploited,0.9706878447993078,0.9740427008646961,0.003354856065388323
DD_trapped,0.8670361963463146,0.8670361744985705,-2.184774405833423e-08
