strength,mean_p_action2,mean_coop_rate
-2.0,0.8671951992679491,0.13280480073205092
-1.5,0.8560922808825818,0.14390771911741818
-1.0,0.8493028486581877,0.15069715134181227
-0.5,0.8397797195032325,0.1602202804967675
0.0,0.836356466568908,0.16364353343109195
0.5,0.8203085998632025,0.17969140013679752
1.0,0.8134558098556198,0.18654419014438017
1.5,0.8035324197174679,0.19646758028253208
2.0,0.790400163542331,0.209599836457669
