strength,mean_p_action2,mean_coop_rate
-2.0,0.8373591393075817,0.16264086069241834
-1.5,0.8367631354794961,0.1632368645205039
-1.0,0.8334149631485561,0.16658503685144388
-0.5,0.8460215890035867,0.1539784109964133
0.0,0.8420024440954108,0.1579975559045892
0.5,0.8439998883738864,0.1560001116261136
1.0,0.8487918109877881,0.1512081890122119
1.5,0.8445958957088763,0.15540410429112372
2.0,0.8509480204685159,0.14905197953148408
