,CC_continue,CC_temptation,CD_punished,DC_exploited,DD_trapped
strength_-2.0,0.8933093353661588,0.9796676685952669,0.6224595942742664,0.9740427118433229,0.8933097953295006
strength_-1.5,0.8807970701553031,0.9796676686315411,0.6224596026270031,0.9770226744135792,0.8807976044194146
strength_-1.0,0.8807970842359136,0.9796676656082243,0.5621769551650192,0.9740426965484874,0.8807975217821808
strength_-0.5,0.8807970016199816,0.9770226617157814,0.5621767985234741,0.970687851265767,0.8670362823729569
strength_+0.0,0.8670357735451738,0.9740426812638592,0.5312096768140148,0.9706878544458885,0.8670362344081175
strength_+0.5,0.8519528887590613,0.9740426568111186,0.5312093733737563,0.9706878496497747,0.8670361480715257
strength_+1.0,0.8519527135861626,0.9706878003062649,0.46879090723836014,0.9669141201784631,0.8670361583797173
strength_+1.5,0.8175744828610095,0.966914062991892,0.46879077598206154,0.9669140877692394,0.8354842451187903
strength_+2.0,0.8175743787384452,0.9669140505608802,0.40733369416184606,0.9669141018212306,0.8354841180650072
