strength,mean_p_action2,mean_coop_rate
-2.0,0.853517693761443,0.14648230623855696
-1.5,0.8635794307014848,0.1364205692985152
-1.0,0.8675581060182758,0.13244189398172423
-0.5,0.8612357387840328,0.1387642612159672
0.0,0.836356466568908,0.16364353343109195
0.5,0.778939242214216,0.22106075778578405
1.0,0.6907703303517392,0.3092296696482608
1.5,0.6217750530499071,0.3782249469500929
2.0,0.554266830540157,0.445733169459843
